□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□
# BTSB bench test - dual thermocouple log
# TC1 = HOT plate, TC2 = COLD plate, temps in deg C
# Hard limit 120 C on TC1 - cut power if ALARM appears
time_s,T1_hot_C,T2_cold_C,delta_C
602.8,56.50,53.00,3.50
603.8,56.50,52.75,3.75
604.8,56.75,53.00,3.75
605.9,56.75,52.75,4.00
606.9,56.50,53.00,3.50
607.9,56.50,53.00,3.50
608.9,56.75,53.00,3.75
609.9,56.50,53.25,3.25
610.9,56.50,53.25,3.25
611.9,56.75,53.25,3.50
612.9,56.25,53.25,3.00
613.9,57.00,53.25,3.75
614.9,57.00,53.25,3.75
615.9,56.50,53.25,3.25
616.9,56.75,53.50,3.25
617.9,57.00,53.25,3.75
618.9,56.75,53.50,3.25
619.9,57.00,53.50,3.50
620.9,57.25,53.50,3.75
621.9,56.75,53.25,3.50
622.9,57.00,53.25,3.75
623.9,57.25,53.50,3.75
624.9,57.25,53.25,4.00
625.9,57.25,53.75,3.50
626.9,57.00,53.75,3.25
627.9,57.25,53.75,3.50
628.9,57.00,53.75,3.25
629.9,57.00,53.75,3.25
630.9,57.25,54.00,3.25
631.9,57.25,53.75,3.50
632.9,57.50,53.75,3.75
633.9,57.00,54.00,3.00
634.9,57.00,54.00,3.00
635.9,57.25,54.00,3.25
636.9,57.25,54.00,3.25
637.9,56.75,53.75,3.00
638.9,57.50,54.50,3.00
639.9,57.50,54.00,3.50
640.9,57.25,53.75,3.50
641.9,57.75,54.00,3.75
643.0,57.25,54.25,3.00
644.0,57.75,54.25,3.50
645.0,57.50,54.25,3.25
646.0,57.50,54.25,3.25
647.0,57.75,54.25,3.50
648.0,57.75,54.00,3.75
649.0,58.00,54.25,3.75
650.0,58.00,54.25,3.75
651.0,58.00,54.25,3.75
652.0,57.50,54.25,3.25
653.0,58.00,54.00,4.00
654.0,58.00,54.50,3.50
655.0,58.00,54.50,3.50
656.0,58.00,54.00,4.00
657.0,58.25,54.75,3.50
658.0,57.75,54.75,3.00
659.0,58.25,54.50,3.75
660.0,58.50,54.50,4.00
661.0,57.75,54.25,3.50
662.0,58.00,54.75,3.25
663.0,58.25,54.25,4.00
664.0,58.25,54.75,3.50
665.0,58.50,54.75,3.75
666.0,58.75,54.75,4.00
667.0,58.50,54.75,3.75
668.0,58.25,54.75,3.50
669.0,58.25,54.75,3.50
670.0,58.50,54.50,4.00
671.0,58.00,54.75,3.25
672.0,58.25,55.00,3.25
673.0,58.50,54.50,4.00
674.0,58.75,54.50,4.25
675.0,57.75,54.50,3.25
676.0,58.50,54.75,3.75
677.0,58.00,54.50,3.50
678.0,58.50,55.00,3.50
679.0,58.25,54.50,3.75
680.0,58.75,54.75,4.00
681.1,58.75,54.75,4.00
682.1,58.75,54.50,4.25
683.1,59.00,54.25,4.75
684.1,58.75,55.25,3.50
685.1,58.25,55.00,3.25
686.1,58.25,54.50,3.75
687.1,58.25,54.75,3.50
688.1,59.00,54.50,4.50
689.1,59.00,54.75,4.25
690.1,58.75,54.75,4.00
691.1,58.75,54.75,4.00
692.1,58.75,55.50,3.25
693.1,58.50,55.50,3.00
694.1,59.00,55.00,4.00
695.1,59.25,55.25,4.00
696.1,58.75,55.25,3.50
697.1,59.00,55.50,3.50
698.1,59.25,55.50,3.75
699.1,59.25,55.50,3.75
700.1,59.25,55.00,4.25
701.1,58.75,55.50,3.25
702.1,59.25,55.50,3.75
703.1,58.75,55.25,3.50
704.1,59.00,55.75,3.25
705.1,59.00,55.75,3.25
706.1,59.25,55.25,4.00
707.1,59.50,55.75,3.75
708.1,59.50,55.50,4.00
709.1,59.00,55.50,3.50
710.1,59.50,55.75,3.75
711.1,59.50,55.75,3.75
712.1,59.25,56.00,3.25
713.1,59.50,55.75,3.75
714.1,59.25,56.00,3.25
715.1,59.50,56.00,3.50
716.1,59.50,55.25,4.25
717.1,59.75,55.75,4.00
718.2,59.75,55.75,4.00
719.2,58.75,55.00,3.75
720.2,59.00,55.75,3.25
721.2,59.50,55.75,3.75
722.2,60.00,55.75,4.25
723.2,59.75,56.00,3.75
724.2,59.75,55.75,4.00
725.2,59.50,56.00,3.50
726.2,60.25,56.00,4.25
727.2,59.75,56.00,3.75
728.2,59.50,56.00,3.50
729.2,59.75,56.25,3.50
730.2,60.00,56.00,4.00
731.2,59.50,56.00,3.50
732.2,59.50,56.25,3.25
733.2,59.50,56.50,3.00
734.2,60.00,56.25,3.75
735.2,59.25,56.25,3.00
736.2,60.25,56.25,4.00
737.2,60.25,56.50,3.75
738.2,60.00,56.75,3.25
739.2,60.25,56.50,3.75
740.2,60.25,56.75,3.50
741.2,60.50,56.75,3.75
742.2,60.00,56.75,3.25
743.2,60.25,56.75,3.50
744.2,60.25,56.75,3.50
745.2,60.25,56.75,3.50
746.2,60.00,56.75,3.25
747.2,60.00,56.75,3.25
748.2,60.50,56.50,4.00
749.2,60.50,57.00,3.50
750.2,60.25,57.00,3.25
751.2,60.50,56.75,3.75
752.2,60.75,57.00,3.75
753.2,60.50,57.25,3.25
754.2,60.50,57.00,3.50
755.2,60.00,57.25,2.75
756.3,60.75,57.25,3.50
757.3,60.75,57.25,3.50
758.3,61.00,57.00,4.00
759.3,60.75,57.25,3.50
760.3,60.50,57.25,3.25
761.3,60.75,57.50,3.25
762.3,60.50,57.25,3.25
763.3,61.00,57.25,3.75
764.3,60.50,57.25,3.25
765.3,60.75,57.00,3.75
766.3,61.00,57.00,4.00
767.3,61.00,57.50,3.50
768.3,61.00,57.50,3.50
769.3,60.75,57.50,3.25
770.3,61.25,57.50,3.75
771.3,61.00,57.25,3.75
772.3,60.75,57.50,3.25
773.3,61.25,57.25,4.00
774.3,60.50,57.50,3.00
775.3,60.50,57.50,3.00
776.3,61.25,57.50,3.75
777.3,61.25,57.00,4.25
778.3,61.25,57.50,3.75
779.3,61.50,57.75,3.75
780.3,61.50,57.75,3.75
781.3,61.50,57.75,3.75
782.3,61.25,57.50,3.75
783.3,61.50,58.00,3.50
784.3,61.50,57.25,4.25
785.3,61.00,57.50,3.50
786.3,61.50,58.00,3.50
787.3,60.50,58.50,2.00
788.3,61.25,58.00,3.25
789.3,61.25,57.75,3.50
790.3,61.50,58.00,3.50
791.3,61.50,58.00,3.50
792.3,61.25,58.00,3.25
793.3,61.00,57.50,3.50
794.4,61.25,57.75,3.50
795.4,61.50,58.00,3.50
796.4,61.75,58.25,3.50
797.4,61.50,58.25,3.25
798.4,61.75,58.00,3.75
799.4,61.25,58.50,2.75
800.4,61.25,58.25,3.00
801.4,61.75,58.00,3.75
802.4,62.00,58.25,3.75
803.4,61.25,57.75,3.50
804.4,61.00,58.50,2.50
805.4,62.00,58.25,3.75
806.4,62.00,58.50,3.50
807.4,61.75,58.50,3.25
808.4,62.00,58.50,3.50
809.4,61.50,58.25,3.25
810.4,61.00,58.50,2.50
811.4,62.00,58.00,4.00
812.4,62.00,58.00,4.00
813.4,61.25,58.25,3.00
814.4,62.00,57.75,4.25
815.4,61.75,58.50,3.25
816.4,62.25,58.75,3.50
817.4,61.75,58.75,3.00
818.4,61.75,58.50,3.25
819.4,61.50,58.50,3.00
820.4,62.00,58.75,3.25
821.4,61.75,58.25,3.50
822.4,62.50,58.75,3.75
823.4,62.25,58.75,3.50
824.4,62.25,58.75,3.50
825.4,62.25,58.75,3.50
826.4,62.00,58.25,3.75
827.4,62.00,58.75,3.25
828.4,62.25,58.50,3.75
829.4,62.75,58.75,4.00
830.4,62.00,58.75,3.25
831.5,62.00,58.50,3.50
832.5,62.50,58.50,4.00
833.5,62.00,58.50,3.50
834.5,62.00,58.75,3.25
835.5,62.00,58.75,3.25
836.5,62.75,58.75,4.00
837.5,62.50,59.00,3.50
838.5,62.50,59.25,3.25
839.5,62.50,58.50,4.00
840.5,62.50,58.75,3.75
841.5,62.25,59.00,3.25
842.5,62.75,58.75,4.00
843.5,62.75,59.25,3.50
844.5,62.50,59.25,3.25
845.5,62.75,58.50,4.25
846.5,63.00,58.75,4.25
847.5,62.75,59.00,3.75
848.5,63.00,59.25,3.75
849.5,63.00,59.25,3.75
850.5,62.75,59.50,3.25
851.5,62.75,60.25,2.50
852.5,63.00,60.25,2.75
853.5,63.00,60.25,2.75
854.5,63.00,60.25,2.75
855.5,63.25,60.50,2.75
856.5,62.75,60.50,2.25
857.5,63.25,60.00,3.25
858.5,62.75,60.25,2.50
859.5,62.50,60.50,2.00
860.5,63.00,60.25,2.75
861.5,63.25,60.50,2.75
862.5,62.75,60.00,2.75
863.5,63.25,60.50,2.75
864.5,63.25,60.50,2.75
865.5,63.50,60.50,3.00
866.5,63.25,60.50,2.75
867.5,63.25,60.75,2.50
868.5,63.25,60.75,2.50
869.6,63.50,60.50,3.00
870.6,63.25,60.25,3.00
871.6,63.50,60.50,3.00
872.6,63.25,60.75,2.50
873.6,63.25,60.75,2.50
874.6,63.00,60.25,2.75
875.6,63.00,60.75,2.25
876.6,63.00,60.75,2.25
877.6,63.50,60.75,2.75
878.6,63.00,61.00,2.00
879.6,63.00,60.75,2.25
880.6,63.00,61.00,2.00
881.6,63.00,61.00,2.00
882.6,63.25,60.75,2.50
883.6,63.25,60.75,2.50
884.6,63.50,61.00,2.50
885.6,63.50,60.00,3.50
886.6,63.25,61.00,2.25
887.6,63.50,61.00,2.50
888.6,63.50,61.00,2.50
889.6,63.50,60.50,3.00
890.6,63.50,60.75,2.75
891.6,63.50,60.50,3.00
892.6,63.00,60.75,2.25
893.6,63.25,61.00,2.25
894.6,63.00,61.00,2.00
895.6,63.50,60.75,2.75
896.6,63.75,60.50,3.25
897.6,63.50,61.00,2.50
898.6,63.50,60.75,2.75
899.6,63.50,60.75,2.75
900.6,63.00,61.25,1.75
901.6,63.25,61.25,2.00
902.6,63.25,61.25,2.00
903.6,63.50,61.25,2.25
904.6,63.00,61.00,2.00
905.6,63.25,60.75,2.50
906.7,63.25,61.25,2.00
907.7,63.25,61.25,2.00
908.7,63.25,60.75,2.50
909.7,62.75,60.25,2.50
910.7,63.25,61.00,2.25
911.7,62.50,61.25,1.25
912.7,63.00,61.25,1.75
913.7,63.25,61.25,2.00
914.7,63.25,61.00,2.25
915.7,62.75,61.00,1.75
916.7,63.00,61.25,1.75
917.7,63.00,61.25,1.75
918.7,62.50,61.25,1.25
919.7,63.00,61.00,2.00
920.7,62.50,61.00,1.50
921.7,63.00,60.75,2.25
922.7,63.25,61.25,2.00
923.7,63.25,61.00,2.25
924.7,63.25,61.25,2.00
925.7,63.25,61.00,2.25
926.7,63.00,60.75,2.25
927.7,62.25,61.00,1.25
928.7,63.00,61.25,1.75
929.7,62.00,61.50,0.50
930.7,63.00,61.50,1.50
931.7,62.75,61.25,1.50
932.7,62.75,60.75,2.00
933.7,62.50,61.00,1.50
934.7,62.75,61.25,1.50
935.7,62.75,60.25,2.50
936.7,62.75,61.25,1.50
937.7,62.50,61.25,1.25
938.7,62.75,60.50,2.25
939.7,62.50,60.75,1.75
940.7,62.25,61.00,1.25
941.7,62.50,61.25,1.25
942.7,62.75,60.75,2.00
943.7,62.50,60.75,1.75
944.8,62.50,60.75,1.75
945.8,61.50,61.00,0.50
946.8,62.75,60.75,2.00
947.8,62.00,61.00,1.00
948.8,61.75,61.00,0.75
949.8,62.25,61.25,1.00
950.8,62.00,61.00,1.00
951.8,62.50,60.75,1.75
952.8,62.25,60.75,1.50
953.8,62.25,60.75,1.50
954.8,61.25,61.00,0.25
955.8,61.75,61.00,0.75
956.8,61.75,61.00,0.75
957.8,61.75,60.50,1.25
958.8,61.75,60.50,1.25
959.8,61.75,60.50,1.25
960.8,61.50,61.00,0.50
961.8,62.00,60.50,1.50
962.8,61.75,61.00,0.75
963.8,62.00,61.00,1.00
964.8,62.00,61.00,1.00
965.8,61.75,60.25,1.50
966.8,61.75,61.00,0.75
967.8,62.00,60.75,1.25
968.8,61.25,60.75,0.50
969.8,61.25,60.75,0.50
970.8,61.25,60.50,0.75
971.8,61.75,60.75,1.00
972.8,61.75,60.50,1.25
973.8,61.50,60.25,1.25
974.8,61.75,60.25,1.50
975.8,61.50,60.25,1.25
976.8,61.00,60.50,0.50
977.8,61.00,59.75,1.25
978.8,61.25,60.75,0.50
979.8,61.00,60.25,0.75
980.8,61.00,60.50,0.50
981.8,60.75,60.75,0.00
982.9,61.50,60.25,1.25
983.9,61.00,60.25,0.75
984.9,61.50,60.50,1.00
985.9,61.00,60.25,0.75
986.9,61.00,60.50,0.50
987.9,61.25,60.25,1.00
988.9,60.75,60.50,0.25
989.9,60.75,60.25,0.50
990.9,60.75,60.50,0.25
991.9,60.75,60.50,0.25
992.9,60.50,60.50,0.00
993.9,60.75,60.00,0.75
994.9,61.00,60.25,0.75
995.9,60.25,60.00,0.25
996.9,60.50,60.00,0.50
997.9,60.75,60.00,0.75
998.9,61.25,60.00,1.25
999.9,60.75,59.75,1.00
1000.9,60.75,60.25,0.50
1001.9,60.50,60.25,0.25
1002.9,60.25,59.75,0.50
1003.9,60.25,59.75,0.50
1004.9,60.50,59.75,0.75
1005.9,60.50,59.75,0.75
1006.9,60.00,60.25,-0.25
1007.9,60.00,59.75,0.25
1008.9,60.25,59.75,0.50
1009.9,60.25,59.50,0.75
1010.9,60.50,60.00,0.50
1011.9,60.50,59.25,1.25
1012.9,60.25,59.50,0.75
1013.9,60.50,59.75,0.75
1014.9,60.50,60.00,0.50
1015.9,60.00,59.25,0.75
1016.9,59.75,59.75,0.00
1017.9,60.25,60.00,0.25
1018.9,60.00,59.75,0.25
1020.0,60.25,59.75,0.50
1021.0,60.00,60.00,0.00
1022.0,60.00,59.75,0.25
1023.0,60.25,59.25,1.00
1024.0,59.75,59.00,0.75
1025.0,59.75,59.50,0.25
1026.0,59.50,59.50,0.00
1027.0,60.00,59.75,0.25
1028.0,59.50,59.00,0.50
1029.0,59.50,59.25,0.25
1030.0,59.75,58.75,1.00
1031.0,59.50,59.50,0.00
1032.0,59.75,59.25,0.50
1033.0,59.50,59.00,0.50
1034.0,59.75,59.00,0.75
1035.0,59.50,59.25,0.25
1036.0,59.75,59.50,0.25
1037.0,59.00,59.25,-0.25
1038.0,59.75,59.50,0.25
1039.0,59.00,59.25,-0.25
1040.0,59.00,59.50,-0.50
1041.0,59.25,59.00,0.25
1042.0,59.00,58.75,0.25
1043.0,59.25,58.75,0.50
1044.0,59.50,59.25,0.25
1045.0,59.00,58.75,0.25
1046.0,59.25,59.00,0.25
1047.0,59.00,59.00,0.00
1048.0,59.25,59.25,0.00
