□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□
# BTSB bench test - dual thermocouple log
# TC1 = HOT plate, TC2 = COLD plate, temps in deg C
# Hard limit 120 C on TC1 - cut power if ALARM appears
time_s,T1_hot_C,T2_cold_C,delta_C
603.8,59.25,51.25,8.00
604.8,59.00,51.25,7.75
605.9,58.75,50.75,8.00
606.9,59.25,50.75,8.50
607.9,59.00,51.25,7.75
608.9,59.25,51.25,8.00
609.9,59.50,51.50,8.00
610.9,59.25,51.25,8.00
611.9,59.25,50.75,8.50
612.9,59.25,51.50,7.75
613.9,59.50,51.50,8.00
614.9,59.50,51.25,8.25
615.9,59.50,51.50,8.00
616.9,59.50,51.50,8.00
617.9,59.50,51.75,7.75
618.9,59.50,51.50,8.00
619.9,59.25,51.50,7.75
620.9,59.50,51.75,7.75
621.9,59.25,51.75,7.50
622.9,59.50,52.00,7.50
623.9,59.75,51.50,8.25
624.9,59.50,52.00,7.50
625.9,59.75,52.00,7.75
626.9,59.75,51.50,8.25
627.9,59.25,52.00,7.25
628.9,59.50,51.75,7.75
629.9,60.00,52.00,8.00
630.9,60.00,51.75,8.25
631.9,60.25,52.00,8.25
632.9,60.00,52.25,7.75
633.9,60.00,52.25,7.75
634.9,60.00,51.75,8.25
635.9,60.00,52.00,8.00
636.9,60.25,52.50,7.75
637.9,60.25,52.25,8.00
638.9,60.00,52.25,7.75
639.9,60.00,52.50,7.50
640.9,60.25,52.50,7.75
641.9,60.25,52.75,7.50
642.9,60.50,52.75,7.75
644.0,60.25,52.25,8.00
645.0,60.25,52.75,7.50
646.0,60.50,53.00,7.50
647.0,60.50,52.75,7.75
648.0,61.00,52.75,8.25
649.0,60.50,52.75,7.75
650.0,60.75,53.00,7.75
651.0,60.75,52.75,8.00
652.0,60.25,52.75,7.50
653.0,60.75,52.75,8.00
654.0,60.50,53.25,7.25
655.0,60.50,53.00,7.50
656.0,60.25,52.50,7.75
657.0,61.00,52.75,8.25
658.0,60.75,53.00,7.75
659.0,61.25,53.00,8.25
660.0,61.00,53.25,7.75
661.0,61.00,53.00,8.00
662.0,61.25,53.25,8.00
663.0,61.00,53.00,8.00
664.0,61.25,53.25,8.00
665.0,61.00,53.00,8.00
666.0,61.25,53.25,8.00
667.0,61.00,53.00,8.00
668.0,61.00,53.50,7.50
669.0,61.25,53.25,8.00
670.0,61.00,53.25,7.75
671.0,60.75,53.25,7.50
672.0,61.25,53.25,8.00
673.0,61.50,53.50,8.00
674.0,61.50,53.50,8.00
675.0,61.50,53.50,8.00
676.0,61.25,53.75,7.50
677.0,61.50,53.75,7.75
678.0,61.00,53.75,7.25
679.0,61.25,53.75,7.50
680.0,61.25,53.75,7.50
681.0,61.25,53.75,7.50
682.1,61.50,54.00,7.50
683.1,61.75,53.75,8.00
684.1,61.75,53.75,8.00
685.1,61.25,53.75,7.50
686.1,61.75,53.75,8.00
687.1,61.75,54.00,7.75
688.1,61.75,54.00,7.75
689.1,61.75,53.50,8.25
690.1,61.75,54.25,7.50
691.1,61.75,53.75,8.00
692.1,62.00,54.25,7.75
693.1,61.75,54.25,7.50
694.1,61.75,53.75,8.00
695.1,62.00,54.00,8.00
696.1,62.00,54.25,7.75
697.1,61.50,54.00,7.50
698.1,62.25,54.50,7.75
699.1,62.00,53.75,8.25
700.1,62.25,54.00,8.25
701.1,62.00,54.25,7.75
702.1,62.25,54.50,7.75
703.1,62.50,54.25,8.25
704.1,62.00,54.00,8.00
705.1,62.25,54.25,8.00
706.1,62.00,54.00,8.00
707.1,62.50,54.00,8.50
708.1,62.25,54.25,8.00
709.1,62.50,54.75,7.75
710.1,62.50,54.25,8.25
711.1,62.00,54.75,7.25
712.1,62.50,55.00,7.50
713.1,62.75,54.50,8.25
714.1,62.25,54.50,7.75
715.1,62.75,54.00,8.75
716.1,62.50,54.25,8.25
717.1,62.25,54.50,7.75
718.1,62.75,55.00,7.75
719.2,62.75,54.75,8.00
720.2,62.75,54.75,8.00
721.2,62.50,54.75,7.75
722.2,62.75,54.75,8.00
723.2,62.50,54.25,8.25
724.2,63.00,54.75,8.25
725.2,63.00,55.00,8.00
726.2,62.75,54.75,8.00
727.2,62.75,55.00,7.75
728.2,63.00,55.00,8.00
729.2,62.75,54.50,8.25
730.2,63.25,55.00,8.25
731.2,63.00,55.25,7.75
732.2,62.75,55.50,7.25
733.2,63.25,55.00,8.25
734.2,63.00,55.25,7.75
735.2,63.00,55.00,8.00
736.2,63.00,55.50,7.50
737.2,63.25,55.50,7.75
738.2,63.25,55.50,7.75
739.2,63.50,55.50,8.00
740.2,63.25,55.00,8.25
741.2,63.00,55.50,7.50
742.2,63.50,55.50,8.00
743.2,63.00,55.50,7.50
744.2,63.50,55.50,8.00
745.2,63.75,55.25,8.50
746.2,63.50,55.50,8.00
747.2,63.50,55.25,8.25
748.2,63.50,55.75,7.75
749.2,63.75,55.50,8.25
750.2,63.75,56.00,7.75
751.2,63.75,55.25,8.50
752.2,63.25,55.50,7.75
753.2,63.25,56.00,7.25
754.2,63.25,55.50,7.75
755.2,63.75,55.75,8.00
756.3,63.75,56.00,7.75
757.3,63.50,56.00,7.50
758.3,64.00,56.00,8.00
759.3,63.50,56.00,7.50
760.3,64.00,56.00,8.00
761.3,64.00,56.25,7.75
762.3,64.25,56.25,8.00
763.3,63.25,56.25,7.00
764.3,64.00,56.25,7.75
765.3,64.00,56.00,8.00
766.3,64.00,56.25,7.75
767.3,64.00,56.25,7.75
768.3,64.25,56.50,7.75
769.3,64.25,56.50,7.75
770.3,64.00,56.25,7.75
771.3,64.25,56.25,8.00
772.3,64.50,56.25,8.25
773.3,64.50,56.25,8.25
774.3,64.25,56.75,7.50
775.3,64.25,56.50,7.75
776.3,64.50,56.50,8.00
777.3,64.50,56.50,8.00
778.3,64.50,56.50,8.00
779.3,64.50,56.75,7.75
780.3,64.75,56.25,8.50
781.3,64.25,56.75,7.50
782.3,64.50,56.75,7.75
783.3,64.75,56.25,8.50
784.3,64.75,56.25,8.50
785.3,64.25,56.50,7.75
786.3,64.75,57.00,7.75
787.3,64.25,56.75,7.50
788.3,64.25,57.00,7.25
789.3,64.50,56.75,7.75
790.3,64.50,57.00,7.50
791.3,65.00,56.50,8.50
792.3,65.00,57.00,8.00
793.3,64.75,57.00,7.75
794.4,64.75,56.75,8.00
795.4,64.25,57.00,7.25
796.4,65.00,57.25,7.75
797.4,65.25,57.00,8.25
798.4,65.00,56.75,8.25
799.4,65.25,57.00,8.25
800.4,65.25,57.25,8.00
801.4,64.50,57.25,7.25
802.4,65.50,57.00,8.50
803.4,64.75,57.25,7.50
804.4,65.00,57.25,7.75
805.4,64.75,57.25,7.50
806.4,65.25,57.25,8.00
807.4,65.50,57.50,8.00
808.4,65.25,57.25,8.00
809.4,65.50,57.50,8.00
810.4,65.00,57.25,7.75
811.4,65.00,57.50,7.50
812.4,65.00,57.75,7.25
813.4,65.50,57.75,7.75
814.4,65.75,57.25,8.50
815.4,65.50,57.75,7.75
816.4,65.50,57.75,7.75
817.4,65.00,57.50,7.50
818.4,65.25,57.50,7.75
819.4,65.75,57.75,8.00
820.4,65.50,57.75,7.75
821.4,65.25,58.00,7.25
822.4,65.75,58.00,7.75
823.4,65.50,57.75,7.75
824.4,65.75,57.50,8.25
825.4,65.75,57.50,8.25
826.4,66.00,58.25,7.75
827.4,65.25,57.75,7.50
828.4,65.25,58.25,7.00
829.4,66.00,58.25,7.75
830.4,66.25,58.50,7.75
831.5,66.00,58.00,8.00
832.5,66.25,58.00,8.25
833.5,66.25,57.75,8.50
834.5,66.00,58.00,8.00
835.5,66.00,58.00,8.00
836.5,65.50,57.75,7.75
837.5,66.25,58.00,8.25
838.5,66.25,58.50,7.75
839.5,66.25,58.25,8.00
840.5,66.00,58.00,8.00
841.5,66.50,58.25,8.25
842.5,66.50,58.25,8.25
843.5,66.25,58.50,7.75
844.5,66.50,58.25,8.25
845.5,66.25,58.50,7.75
846.5,66.25,58.50,7.75
847.5,66.25,58.50,7.75
848.5,66.75,58.25,8.50
849.5,66.50,58.75,7.75
850.5,66.75,58.75,8.00
851.5,66.50,58.50,8.00
852.5,66.25,58.50,7.75
853.5,66.50,58.50,8.00
854.5,66.50,59.00,7.50
855.5,66.50,58.25,8.25
856.5,66.75,58.25,8.50
857.5,67.00,58.75,8.25
858.5,66.50,58.75,7.75
859.5,66.75,58.75,8.00
860.5,67.00,58.75,8.25
861.5,66.50,59.25,7.25
862.5,66.25,59.00,7.25
863.5,67.00,59.25,7.75
864.5,67.00,59.25,7.75
865.5,67.00,58.75,8.25
866.5,67.25,59.00,8.25
867.5,67.00,59.25,7.75
868.5,66.75,58.75,8.00
869.6,67.00,59.00,8.00
870.6,66.75,59.25,7.50
871.6,67.25,59.00,8.25
872.6,67.25,59.25,8.00
873.6,67.00,59.50,7.50
874.6,67.25,59.50,7.75
875.6,67.25,59.50,7.75
876.6,66.75,58.75,8.00
877.6,67.50,59.25,8.25
878.6,67.25,59.25,8.00
879.6,67.00,59.50,7.50
880.6,67.50,59.00,8.50
881.6,67.50,60.00,7.50
882.6,67.25,59.00,8.25
883.6,67.50,59.50,8.00
884.6,67.00,59.25,7.75
885.6,67.50,60.00,7.50
886.6,67.00,59.50,7.50
887.6,67.50,60.00,7.50
888.6,67.50,59.75,7.75
889.6,67.25,59.25,8.00
890.6,67.25,59.50,7.75
891.6,67.50,59.75,7.75
892.6,67.25,59.75,7.50
893.6,68.00,59.75,8.25
894.6,67.25,59.75,7.50
895.6,67.75,60.00,7.75
896.6,67.75,60.00,7.75
897.6,68.00,60.25,7.75
898.6,67.00,60.25,6.75
899.6,68.00,60.00,8.00
900.6,68.25,60.00,8.25
901.6,67.75,60.00,7.75
902.6,68.25,60.00,8.25
903.6,68.25,59.75,8.50
904.6,68.00,60.50,7.50
905.6,67.75,60.50,7.25
906.7,68.00,60.00,8.00
907.7,67.75,60.25,7.50
908.7,67.75,60.50,7.25
909.7,68.25,60.50,7.75
910.7,68.25,60.50,7.75
911.7,68.25,60.75,7.50
912.7,67.75,60.25,7.50
913.7,67.50,60.75,6.75
914.7,68.50,60.75,7.75
915.7,68.50,60.50,8.00
916.7,68.25,60.25,8.00
917.7,68.25,60.25,8.00
918.7,68.25,60.50,7.75
919.7,68.00,60.75,7.25
920.7,68.50,60.25,8.25
921.7,68.75,60.50,8.25
922.7,68.25,60.25,8.00
923.7,68.75,61.00,7.75
924.7,68.75,61.00,7.75
925.7,68.75,60.50,8.25
926.7,68.50,60.75,7.75
927.7,68.00,61.00,7.00
928.7,69.00,60.75,8.25
929.7,68.50,60.75,7.75
930.7,68.75,61.00,7.75
931.7,69.00,61.00,8.00
932.7,68.25,61.25,7.00
933.7,69.00,61.00,8.00
934.7,68.50,61.00,7.50
935.7,68.25,61.00,7.25
936.7,69.00,60.75,8.25
937.7,68.75,61.25,7.50
938.7,68.50,61.50,7.00
939.7,69.00,61.25,7.75
940.7,68.25,61.25,7.00
941.7,69.00,61.25,7.75
942.7,68.75,61.50,7.25
943.7,68.75,61.25,7.50
944.8,68.75,61.25,7.50
945.8,69.00,61.25,7.75
946.8,69.25,61.00,8.25
947.8,69.25,61.00,8.25
948.8,69.00,60.50,8.50
949.8,69.25,61.50,7.75
950.8,69.25,61.50,7.75
951.8,69.50,61.75,7.75
952.8,69.50,61.50,8.00
953.8,69.25,61.75,7.50
954.8,69.25,61.00,8.25
955.8,69.50,62.00,7.50
956.8,69.50,61.50,8.00
957.8,69.50,61.25,8.25
958.8,69.50,61.75,7.75
959.8,69.50,61.75,7.75
960.8,69.00,62.00,7.00
961.8,69.50,61.75,7.75
962.8,69.50,62.25,7.25
963.8,69.75,62.00,7.75
964.8,69.50,61.50,8.00
965.8,69.25,62.00,7.25
966.8,69.75,61.50,8.25
967.8,69.25,62.00,7.25
968.8,69.25,61.75,7.50
969.8,69.50,61.75,7.75
970.8,69.25,62.00,7.25
971.8,70.00,62.00,8.00
972.8,69.75,62.00,7.75
973.8,69.50,62.25,7.25
974.8,69.75,62.25,7.50
975.8,70.00,62.25,7.75
976.8,70.00,62.00,8.00
977.8,70.00,62.25,7.75
978.8,70.00,62.50,7.50
979.8,69.75,62.25,7.50
980.8,69.75,62.00,7.75
981.8,69.75,62.25,7.50
982.9,70.25,62.00,8.25
983.9,70.25,62.00,8.25
984.9,70.25,61.75,8.50
985.9,69.75,62.50,7.25
986.9,70.25,62.00,8.25
987.9,70.00,62.50,7.50
988.9,70.25,62.75,7.50
989.9,70.00,62.50,7.50
990.9,70.25,62.25,8.00
991.9,70.25,62.50,7.75
992.9,69.50,62.50,7.00
993.9,70.50,62.75,7.75
994.9,70.25,62.75,7.50
995.9,70.25,62.75,7.50
996.9,70.50,62.50,8.00
997.9,70.50,62.75,7.75
998.9,70.50,63.25,7.25
999.9,70.50,62.50,8.00
1000.9,70.50,62.75,7.75
1001.9,70.50,62.75,7.75
1002.9,70.50,62.00,8.50
1003.9,70.25,63.00,7.25
1004.9,70.75,62.25,8.50
1005.9,70.25,62.50,7.75
1006.9,70.75,63.25,7.50
1007.9,69.50,63.00,6.50
1008.9,70.75,63.00,7.75
1009.9,70.25,62.75,7.50
1010.9,70.50,63.00,7.50
1011.9,70.75,63.00,7.75
1012.9,70.50,63.25,7.25
1013.9,71.00,63.00,8.00
1014.9,70.00,63.00,7.00
1015.9,70.50,63.00,7.50
1016.9,71.00,63.25,7.75
1017.9,71.00,62.75,8.25
1019.0,71.00,63.25,7.75
1020.0,70.75,63.25,7.50
1021.0,71.00,63.00,8.00
1022.0,71.00,63.50,7.50
1023.0,71.25,63.25,8.00
1024.0,71.25,63.25,8.00
1025.0,71.25,63.50,7.75
1026.0,71.25,63.50,7.75
1027.0,71.00,63.25,7.75
1028.0,71.25,63.50,7.75
1029.0,70.75,63.50,7.25
1030.0,71.25,63.50,7.75
1031.0,71.00,63.75,7.25
1032.0,71.25,63.50,7.75
1033.0,71.25,63.50,7.75
1034.0,71.50,63.50,8.00
1035.0,71.50,63.50,8.00
1036.0,71.00,63.50,7.50
1037.0,71.25,64.00,7.25
1038.0,71.50,63.75,7.75
1039.0,71.00,64.00,7.00
1040.0,71.25,64.25,7.00
1041.0,71.25,63.75,7.50
1042.0,71.75,64.25,7.50
1043.0,71.75,64.00,7.75
1044.0,71.75,63.75,8.00
1045.0,71.75,64.25,7.50
1046.0,71.25,64.00,7.25
1047.0,71.50,64.00,7.50
1048.0,71.75,63.75,8.00
1049.0,72.00,64.00,8.00
1050.0,71.75,64.00,7.75
1051.0,71.75,63.75,8.00
1052.0,71.75,64.00,7.75
1053.0,72.00,64.50,7.50
1054.0,71.50,64.00,7.50
1055.0,71.50,64.00,7.50
1056.0,71.75,64.00,7.75
1057.1,71.75,64.00,7.75
1058.1,71.75,64.00,7.75
1059.1,72.00,64.00,8.00
1060.1,71.75,64.00,7.75
1061.1,71.75,64.50,7.25
1062.1,72.00,64.25,7.75
1063.1,72.00,64.50,7.50
1064.1,72.00,64.25,7.75
1065.1,72.00,64.25,7.75
1066.1,72.00,64.00,8.00
1067.1,72.00,64.25,7.75
1068.1,72.00,64.50,7.50
1069.1,72.00,64.50,7.50
1070.1,72.25,64.50,7.75
1071.1,71.75,64.75,7.00
1072.1,72.00,64.75,7.25
1073.1,72.00,65.00,7.00
1074.1,72.25,64.25,8.00
1075.1,72.00,64.75,7.25
1076.1,72.00,64.75,7.25
1077.1,72.25,65.00,7.25
1078.1,72.25,64.75,7.50
1079.1,72.50,64.75,7.75
1080.1,72.50,64.75,7.75
1081.1,72.50,64.25,8.25
1082.1,72.50,64.25,8.25
1083.1,72.75,65.00,7.75
1084.1,72.50,65.25,7.25
1085.1,72.50,64.75,7.75
1086.1,72.75,64.75,8.00
1087.1,72.25,64.75,7.50
1088.1,72.50,65.00,7.50
1089.1,72.50,64.75,7.75
1090.1,72.25,65.00,7.25
1091.1,72.75,64.75,8.00
1092.1,72.75,65.00,7.75
1093.2,72.50,65.50,7.00
1094.2,72.50,65.00,7.50
1095.2,72.25,65.25,7.00
1096.2,72.75,65.00,7.75
1097.2,72.75,65.00,7.75
1098.2,72.75,65.50,7.25
1099.2,72.50,64.75,7.75
1100.2,73.25,64.75,8.50
1101.2,72.50,65.50,7.00
1102.2,72.50,65.25,7.25
1103.2,73.25,64.75,8.50
1104.2,73.00,65.25,7.75
1105.2,73.00,65.25,7.75
1106.2,73.00,65.00,8.00
1107.2,72.75,65.25,7.50
1108.2,73.00,65.50,7.50
1109.2,73.00,65.50,7.50
1110.2,72.75,65.50,7.25
1111.2,73.25,65.50,7.75
1112.2,73.25,65.25,8.00
1113.2,73.25,65.25,8.00
1114.2,73.25,65.75,7.50
1115.2,73.00,65.25,7.75
1116.2,73.25,65.50,7.75
1117.2,73.25,65.25,8.00
1118.2,73.00,65.75,7.25
1119.2,73.25,65.50,7.75
1120.2,73.25,65.50,7.75
1121.2,73.50,65.50,8.00
1122.2,73.50,65.75,7.75
1123.2,73.50,66.00,7.50
1124.2,73.25,66.00,7.25
1125.2,73.50,65.25,8.25
1126.2,73.50,65.75,7.75
1127.2,73.50,66.00,7.50
1128.2,73.50,65.50,8.00
1129.2,73.75,66.25,7.50
1130.3,73.50,66.00,7.50
1131.3,73.75,66.00,7.75
1132.3,73.50,66.25,7.25
1133.3,73.75,66.25,7.50
1134.3,73.25,65.75,7.50
1135.3,73.75,66.25,7.50
1136.3,73.75,66.25,7.50
1137.3,73.75,66.25,7.50
1138.3,73.50,66.50,7.00
1139.3,74.00,65.75,8.25
1140.3,74.00,66.25,7.75
1141.3,73.50,66.25,7.25
1142.3,73.75,66.50,7.25
1143.3,74.00,66.50,7.50
1144.3,73.75,66.25,7.50
1145.3,74.00,66.25,7.75
1146.3,73.50,66.25,7.25
1147.3,74.25,66.50,7.75
1148.3,74.00,66.75,7.25
1149.3,73.50,66.25,7.25
1150.3,74.25,66.50,7.75
1151.3,74.25,66.75,7.50
1152.3,74.25,66.75,7.50
1153.3,74.25,66.50,7.75
1154.3,74.00,66.25,7.75
1155.3,74.25,66.25,8.00
1156.3,74.25,66.75,7.50
1157.3,74.25,66.75,7.50
1158.3,74.50,66.25,8.25
1159.3,74.25,66.25,8.00
1160.3,74.25,66.25,8.00
1161.3,74.50,66.75,7.75
1162.3,74.25,67.00,7.25
1163.3,74.25,66.75,7.50
1164.3,74.00,66.75,7.25
1165.3,73.75,66.50,7.25
1166.3,74.50,66.25,8.25
1167.4,74.00,67.00,7.00
1168.4,74.50,66.75,7.75
1169.4,74.50,66.50,8.00
1170.4,74.50,67.00,7.50
1171.4,74.75,66.75,8.00
1172.4,74.25,66.50,7.75
1173.4,74.75,67.25,7.50
1174.4,74.25,67.00,7.25
1175.4,74.00,67.25,6.75
1176.4,74.25,67.00,7.25
1177.4,74.75,67.25,7.50
1178.4,74.75,66.75,8.00
1179.4,75.00,66.75,8.25
1180.4,75.00,67.25,7.75
1181.4,75.00,67.25,7.75
1182.4,75.00,67.00,8.00
1183.4,74.75,67.00,7.75
1184.4,74.75,67.25,7.50
1185.4,75.25,67.25,8.00
1186.4,75.00,67.25,7.75
1187.4,74.50,67.50,7.00
1188.4,74.75,67.50,7.25
1189.4,75.00,67.25,7.75
1190.4,75.25,67.50,7.75
1191.4,75.00,67.00,8.00
1192.4,75.00,67.50,7.50
1193.4,75.00,67.25,7.75
1194.4,74.75,67.50,7.25
1195.4,75.25,67.50,7.75
1196.4,74.75,67.75,7.00
1197.4,75.25,67.25,8.00
1198.4,75.00,67.50,7.50
1199.4,75.25,67.75,7.50
1200.4,75.25,67.50,7.75
1201.4,75.50,67.75,7.75
1202.4,75.25,67.75,7.50
1203.4,75.50,67.50,8.00
1204.5,75.00,68.00,7.00
1205.5,74.50,67.00,7.50
1206.5,75.00,67.75,7.25
1207.5,75.25,67.75,7.50
1208.5,75.75,67.50,8.25
1209.5,75.50,67.75,7.75
1210.5,75.75,67.75,8.00
1211.5,74.75,67.75,7.00
1212.5,75.50,67.50,8.00
1213.5,75.50,67.50,8.00
1214.5,76.25,68.00,8.25
1215.5,75.50,68.00,7.50
1216.5,75.75,68.25,7.50
1217.5,75.25,67.75,7.50
1218.5,75.50,67.50,8.00
1219.5,75.75,68.00,7.75
1220.5,75.25,68.25,7.00
1221.5,76.00,67.75,8.25
1222.5,75.25,68.25,7.00
1223.5,76.00,67.75,8.25
1224.5,76.00,68.25,7.75
1225.5,75.50,67.75,7.75
1226.5,76.00,68.25,7.75
1227.5,76.25,68.25,8.00
1228.5,75.75,68.25,7.50
1229.5,75.75,68.50,7.25
1230.5,76.25,68.00,8.25
1231.5,75.25,68.50,6.75
1232.5,75.75,68.50,7.25
1233.5,75.50,68.50,7.00
1234.5,75.50,68.25,7.25
1235.5,75.75,68.25,7.50
1236.5,75.75,68.50,7.25
1237.5,75.50,68.50,7.00
1238.5,75.75,68.25,7.50
1239.5,76.25,68.50,7.75
1240.5,76.25,68.25,8.00
1241.6,75.75,68.75,7.00
1242.6,76.25,68.75,7.50
1243.6,76.25,68.75,7.50
1244.6,76.25,68.00,8.25
1245.6,76.25,68.50,7.75
1246.6,76.25,69.00,7.25
1247.6,75.75,68.50,7.25
1248.6,76.50,69.00,7.50
1249.6,76.50,68.50,8.00
1250.6,76.50,68.50,8.00
1251.6,77.00,68.50,8.50
1252.6,75.75,68.50,7.25
1253.6,76.00,68.00,8.00
1254.6,76.50,69.00,7.50
1255.6,76.00,69.00,7.00
1256.6,76.75,69.00,7.75
1257.6,76.75,69.00,7.75
1258.6,76.00,68.75,7.25
1259.6,76.00,68.50,7.50
1260.6,76.75,68.50,8.25
1261.6,76.50,68.75,7.75
1262.6,76.50,69.00,7.50
1263.6,76.50,68.50,8.00
1264.6,76.50,68.50,8.00
1265.6,76.75,69.00,7.75
1266.6,76.25,69.00,7.25
1267.6,76.75,69.25,7.50
1268.6,76.75,69.25,7.50
1269.6,76.75,69.25,7.50
1270.6,76.75,69.25,7.50
1271.6,76.75,69.00,7.75
1272.6,76.75,69.00,7.75
1273.6,76.50,69.00,7.50
1274.6,77.00,69.00,8.00
1275.6,76.25,69.25,7.00
1276.6,77.00,69.00,8.00
1277.6,76.25,69.50,6.75
1278.7,76.75,69.25,7.50
1279.7,77.00,68.75,8.25
1280.7,76.50,69.50,7.00
1281.7,76.75,69.25,7.50
1282.7,76.75,69.50,7.25
1283.7,77.25,69.25,8.00
1284.7,76.50,69.00,7.50
1285.7,77.00,69.00,8.00
1286.7,77.00,69.50,7.50
1287.7,77.25,69.25,8.00
1288.7,76.75,69.50,7.25
1289.7,77.00,69.25,7.75
1290.7,77.25,69.50,7.75
1291.7,77.00,69.50,7.50
1292.7,77.25,69.25,8.00
1293.7,77.50,69.75,7.75
1294.7,77.00,69.50,7.50
1295.7,77.50,69.75,7.75
1296.7,77.25,69.50,7.75
1297.7,77.00,69.50,7.50
1298.7,77.25,69.50,7.75
1299.7,76.50,69.50,7.00
1300.7,77.50,70.00,7.50
1301.7,77.75,69.00,8.75
1302.7,77.25,69.75,7.50
1303.7,77.00,69.50,7.50
1304.7,77.25,69.50,7.75
1305.7,77.50,70.00,7.50
1306.7,77.50,69.50,8.00
1307.7,77.50,70.00,7.50
1308.7,77.50,70.00,7.50
1309.7,77.50,70.00,7.50
1310.7,77.25,70.25,7.00
1311.7,76.75,70.00,6.75
1312.7,77.50,69.75,7.75
1313.7,77.75,69.75,8.00
1314.7,77.50,70.25,7.25
1315.8,78.00,70.00,8.00
1316.8,77.25,70.00,7.25
1317.8,77.25,69.75,7.50
1318.8,77.75,69.50,8.25
1319.8,78.00,70.25,7.75
1320.8,77.75,69.75,8.00
1321.8,78.00,70.25,7.75
1322.8,77.50,70.00,7.50
1323.8,78.00,70.00,8.00
1324.8,77.75,69.75,8.00
