
# BTSB bench test - dual thermocouple log
# TC1 = HOT plate, TC2 = COLD plate, temps in deg C
# Hard limit 120 C on TC1 - cut power if ALARM appears
time_s,T1_hot_C,T2_cold_C,delta_C
861.6,60.50,50.00,10.50
862.6,61.25,50.25,11.00
863.6,61.50,50.00,11.50
864.6,61.25,50.25,11.00
865.6,61.00,50.25,10.75
866.6,61.00,50.50,10.50
867.6,61.25,50.75,10.50
868.6,61.25,50.50,10.75
869.6,61.00,50.50,10.50
870.6,61.50,50.25,11.25
871.6,61.25,50.00,11.25
872.6,61.50,50.00,11.50
873.6,61.25,50.25,11.00
874.6,61.25,50.75,10.50
875.6,61.50,50.75,10.75
876.6,61.75,50.25,11.50
877.6,61.50,50.50,11.00
878.6,61.25,50.00,11.25
879.6,61.75,50.50,11.25
880.6,61.50,50.75,10.75
881.6,61.25,51.00,10.25
882.6,61.25,50.50,10.75
883.6,61.50,50.50,11.00
884.6,61.50,50.50,11.00
885.6,61.25,50.75,10.50
886.6,61.50,51.00,10.50
887.6,61.25,50.75,10.50
888.6,61.75,50.75,11.00
889.6,61.75,51.00,10.75
890.6,61.00,50.75,10.25
891.6,61.25,51.00,10.25
892.6,61.25,51.25,10.00
893.6,61.75,50.75,11.00
894.6,61.75,51.00,10.75
895.6,61.50,50.75,10.75
896.6,61.50,51.25,10.25
897.7,61.75,50.25,11.50
898.7,61.25,51.00,10.25
899.7,61.25,51.25,10.00
900.7,61.75,50.75,11.00
901.7,61.50,51.00,10.50
902.7,61.75,50.75,11.00
903.7,61.50,50.50,11.00
904.7,61.25,51.00,10.25
905.7,61.00,51.25,9.75
906.7,61.25,51.25,10.00
907.7,62.00,51.25,10.75
908.7,61.25,51.50,9.75
909.7,62.00,51.25,10.75
910.7,61.75,51.50,10.25
911.7,61.75,51.00,10.75
912.7,61.75,51.50,10.25
913.7,61.75,51.25,10.50
914.7,62.00,51.75,10.25
915.7,61.50,51.00,10.50
916.7,62.00,51.75,10.25
917.7,61.75,51.50,10.25
918.7,61.50,51.50,10.00
919.7,61.75,51.25,10.50
920.7,62.00,52.00,10.00
921.7,62.00,51.50,10.50
922.7,61.50,51.50,10.00
923.7,62.00,51.50,10.50
924.7,62.00,51.25,10.75
925.7,61.75,51.75,10.00
926.7,61.50,51.50,10.00
927.7,62.00,51.75,10.25
928.7,62.00,51.75,10.25
929.7,61.75,52.25,9.50
930.7,61.75,51.75,10.00
931.7,61.75,52.25,9.50
932.7,62.50,52.00,10.50
933.7,62.25,52.25,10.00
934.7,61.75,52.00,9.75
935.8,62.00,52.00,10.00
936.8,61.75,52.25,9.50
937.8,61.75,51.75,10.00
938.8,62.25,52.25,10.00
939.8,61.75,51.50,10.25
940.8,62.25,52.25,10.00
941.8,62.25,52.50,9.75
942.8,62.00,52.00,10.00
943.8,62.25,52.00,10.25
944.8,61.75,52.00,9.75
945.8,61.75,52.25,9.50
946.8,62.25,52.25,10.00
947.8,62.25,52.00,10.25
948.8,62.25,52.25,10.00
949.8,62.25,52.50,9.75
950.8,62.00,52.25,9.75
951.8,62.25,52.25,10.00
952.8,62.25,52.75,9.50
953.8,62.25,52.50,9.75
954.8,61.75,52.50,9.25
955.8,61.75,52.75,9.00
956.8,61.75,52.25,9.50
957.8,62.25,52.75,9.50
958.8,62.50,52.50,10.00
959.8,62.50,52.25,10.25
960.8,62.50,52.75,9.75
961.8,62.00,52.50,9.50
962.8,62.50,52.50,10.00
963.8,62.50,52.50,10.00
964.8,62.50,53.00,9.50
965.8,62.25,53.00,9.25
966.8,62.50,52.50,10.00
967.8,62.50,53.00,9.50
968.8,62.50,52.75,9.75
969.8,62.50,52.75,9.75
970.8,62.50,53.00,9.50
971.8,62.00,52.75,9.25
972.9,62.50,53.00,9.50
973.9,62.50,52.50,10.00
974.9,62.50,53.00,9.50
975.9,62.50,52.75,9.75
976.9,62.50,53.25,9.25
977.9,62.25,53.50,8.75
978.9,62.50,53.00,9.50
979.9,62.50,53.25,9.25
980.9,62.50,53.00,9.50
981.9,62.25,53.00,9.25
982.9,62.75,53.25,9.50
983.9,61.75,53.25,8.50
984.9,62.50,53.25,9.25
985.9,62.50,53.25,9.25
986.9,62.25,53.25,9.00
987.9,62.50,53.25,9.25
988.9,62.25,53.00,9.25
989.9,62.75,52.50,10.25
990.9,62.25,52.75,9.50
991.9,62.25,53.50,8.75
992.9,62.50,53.00,9.50
993.9,62.75,53.00,9.75
994.9,62.25,53.50,8.75
995.9,62.75,52.75,10.00
996.9,62.75,53.50,9.25
997.9,62.50,53.50,9.00
998.9,62.00,53.75,8.25
999.9,62.25,53.25,9.00
1000.9,62.75,53.25,9.50
1001.9,62.50,53.25,9.25
1002.9,62.25,53.50,8.75
1003.9,62.50,53.75,8.75
1004.9,62.50,53.75,8.75
1005.9,62.75,53.50,9.25
1006.9,62.25,53.50,8.75
1007.9,62.50,53.75,8.75
1008.9,62.75,53.75,9.00
1010.0,62.75,53.75,9.00
1011.0,62.50,53.75,8.75
1012.0,62.50,53.25,9.25
1013.0,62.75,53.25,9.50
1014.0,62.25,53.50,8.75
1015.0,63.00,53.25,9.75
1016.0,63.00,53.75,9.25
1017.0,63.00,53.50,9.50
1018.0,62.75,53.50,9.25
1019.0,63.00,53.75,9.25
1020.0,63.00,53.25,9.75
1021.0,62.50,53.75,8.75
1022.0,62.25,53.50,8.75
1023.0,63.00,53.25,9.75
1024.0,62.00,54.00,8.00
1025.0,62.75,54.00,8.75
1026.0,63.00,53.50,9.50
1027.0,63.00,54.00,9.00
1028.0,62.50,54.00,8.50
1029.0,63.00,53.50,9.50
1030.0,63.00,54.00,9.00
1031.0,62.75,54.00,8.75
1032.0,62.75,54.00,8.75
1033.0,62.75,53.50,9.25
1034.0,63.00,53.75,9.25
1035.0,62.75,53.75,9.00
1036.0,62.75,53.75,9.00
1037.0,63.00,54.00,9.00
1038.0,62.75,54.00,8.75
1039.0,63.00,54.00,9.00
1040.0,63.25,54.25,9.00
1041.0,62.50,53.75,8.75
1042.0,63.00,54.25,8.75
1043.0,63.00,53.75,9.25
1044.0,63.25,54.00,9.25
1045.0,63.25,53.50,9.75
1046.0,62.75,54.25,8.50
1047.1,63.00,54.50,8.50
1048.1,63.00,54.00,9.00
1049.1,62.25,54.00,8.25
1050.1,63.25,54.50,8.75
1051.1,63.25,54.25,9.00
1052.1,63.00,54.50,8.50
1053.1,63.25,54.50,8.75
1054.1,63.00,54.25,8.75
1055.1,63.00,54.50,8.50
1056.1,62.75,54.50,8.25
1057.1,62.75,54.50,8.25
1058.1,63.25,54.50,8.75
1059.1,63.25,54.25,9.00
1060.1,63.25,54.25,9.00
1061.1,63.00,54.50,8.50
1062.1,63.25,54.50,8.75
1063.1,63.00,54.25,8.75
1064.1,63.25,54.75,8.50
1065.1,63.25,54.50,8.75
1066.1,63.00,54.75,8.25
1067.1,63.50,54.75,8.75
1068.1,63.50,54.75,8.75
1069.1,63.25,54.50,8.75
1070.1,63.25,54.50,8.75
1071.1,63.25,54.75,8.50
1072.1,63.25,54.50,8.75
1073.1,62.75,55.00,7.75
1074.1,63.50,54.25,9.25
1075.1,63.50,54.25,9.25
1076.1,63.00,54.25,8.75
1077.1,63.00,54.75,8.25
1078.1,63.00,55.00,8.00
1079.1,63.50,54.75,8.75
1080.1,63.00,54.75,8.25
1081.1,63.50,55.00,8.50
1082.1,63.50,54.75,8.75
1083.1,62.75,55.00,7.75
1084.2,63.00,54.50,8.50
1085.2,63.50,55.00,8.50
1086.2,63.00,54.75,8.25
1087.2,63.50,54.25,9.25
1088.2,63.25,55.25,8.00
1089.2,63.50,54.50,9.00
1090.2,63.75,54.50,9.25
1091.2,62.75,54.50,8.25
1092.2,63.50,54.75,8.75
1093.2,63.50,55.00,8.50
1094.2,63.50,54.75,8.75
1095.2,63.75,55.25,8.50
1096.2,63.75,55.00,8.75
1097.2,63.25,54.75,8.50
1098.2,63.75,54.50,9.25
1099.2,63.25,54.75,8.50
1100.2,63.50,55.25,8.25
1101.2,63.50,54.75,8.75
1102.2,63.75,55.25,8.50
1103.2,63.75,55.25,8.50
1104.2,63.25,55.50,7.75
1105.2,63.25,55.25,8.00
1106.2,63.50,55.25,8.25
1107.2,63.75,54.75,9.00
1108.2,63.50,55.00,8.50
1109.2,63.50,55.00,8.50
1110.2,63.75,55.00,8.75
1111.2,63.00,55.50,7.50
1112.2,63.75,55.25,8.50
1113.2,63.50,55.00,8.50
1114.2,63.50,55.25,8.25
1115.2,64.00,54.75,9.25
1116.2,63.50,55.25,8.25
1117.2,63.75,55.50,8.25
1118.2,63.25,55.25,8.00
1119.2,64.00,55.50,8.50
1120.2,63.25,55.75,7.50
1121.3,64.00,55.25,8.75
1122.3,63.50,55.50,8.00
1123.3,64.00,55.25,8.75
1124.3,63.75,55.50,8.25
1125.3,64.00,55.50,8.50
1126.3,63.50,55.75,7.75
1127.3,63.25,55.50,7.75
1128.3,64.00,56.00,8.00
1129.3,63.75,55.00,8.75
1130.3,63.50,55.50,8.00
1131.3,64.00,56.00,8.00
1132.3,63.75,55.75,8.00
1133.3,63.75,55.75,8.00
1134.3,64.00,55.25,8.75
1135.3,63.50,55.75,7.75
1136.3,63.75,55.25,8.50
1137.3,63.75,55.75,8.00
1138.3,64.00,55.25,8.75
1139.3,63.75,55.50,8.25
1140.3,63.75,55.75,8.00
1141.3,63.75,55.75,8.00
1142.3,64.25,55.75,8.50
1143.3,64.00,55.25,8.75
1144.3,64.00,55.75,8.25
1145.3,64.00,56.00,8.00
1146.3,63.75,56.00,7.75
1147.3,63.75,55.75,8.00
1148.3,64.25,55.75,8.50
1149.3,63.50,56.25,7.25
1150.3,64.00,56.25,7.75
1151.3,64.00,56.00,8.00
1152.3,64.25,56.00,8.25
1153.3,63.75,56.00,7.75
1154.3,64.00,56.00,8.00
1155.3,64.00,56.00,8.00
1156.3,64.25,55.00,9.25
1157.3,63.75,56.00,7.75
1158.4,63.50,55.50,8.00
1159.4,64.25,55.50,8.75
1160.4,64.50,56.00,8.50
1161.4,63.75,56.00,7.75
1162.4,64.00,56.00,8.00
1163.4,64.00,56.50,7.50
1164.4,64.50,56.00,8.50
1165.4,64.25,55.75,8.50
1166.4,63.75,56.25,7.50
1167.4,64.75,56.00,8.75
1168.4,64.25,56.25,8.00
1169.4,64.00,56.50,7.50
1170.4,64.25,56.25,8.00
1171.4,64.25,56.25,8.00
1172.4,64.50,56.25,8.25
1173.4,64.50,56.00,8.50
1174.4,64.50,55.75,8.75
1175.4,64.25,55.75,8.50
1176.4,64.25,55.75,8.50
1177.4,64.50,56.25,8.25
1178.4,64.00,56.25,7.75
1179.4,64.50,56.25,8.25
1180.4,64.50,56.25,8.25
1181.4,64.50,56.25,8.25
1182.4,64.50,55.75,8.75
1183.4,64.50,56.25,8.25
1184.4,64.50,56.50,8.00
1185.4,64.25,56.25,8.00
1186.4,64.50,56.25,8.25
1187.4,64.50,56.50,8.00
1188.4,64.25,56.25,8.00
1189.4,64.75,56.50,8.25
1190.4,64.50,56.00,8.50
1191.4,64.25,56.50,7.75
1192.4,64.50,56.50,8.00
1193.4,64.50,56.25,8.25
1194.5,64.50,56.50,8.00
1195.5,64.50,55.75,8.75
1196.5,64.50,56.50,8.00
1197.5,64.25,56.25,8.00
1198.5,64.50,56.50,8.00
1199.5,64.50,56.00,8.50
1200.5,64.50,56.50,8.00
1201.5,64.50,55.75,8.75
1202.5,64.75,56.50,8.25
1203.5,64.75,55.75,9.00
1204.5,64.50,56.75,7.75
1205.5,65.00,56.75,8.25
1206.5,64.75,56.75,8.00
1207.5,64.75,56.75,8.00
1208.5,64.75,56.25,8.50
1209.5,64.75,56.75,8.00
1210.5,64.50,56.75,7.75
1211.5,64.75,56.75,8.00
1212.5,65.00,56.75,8.25
1213.5,64.75,56.75,8.00
1214.5,64.25,56.75,7.50
1215.5,65.00,56.25,8.75
1216.5,65.00,56.75,8.25
1217.5,64.50,56.75,7.75
1218.5,64.50,56.25,8.25
1219.5,65.00,56.75,8.25
1220.5,64.75,56.50,8.25
1221.5,64.50,56.50,8.00
1222.5,65.00,56.75,8.25
1223.5,65.00,56.75,8.25
1224.5,65.00,57.00,8.00
1225.5,65.00,57.00,8.00
1226.5,65.00,56.25,8.75
1227.5,65.00,57.00,8.00
1228.5,64.75,56.75,8.00
1229.5,65.25,56.25,9.00
1230.5,65.00,56.50,8.50
1231.5,65.25,57.00,8.25
1232.6,65.25,56.50,8.75
1233.6,64.75,57.00,7.75
1234.6,65.00,57.00,8.00
1235.6,64.75,57.00,7.75
1236.6,64.75,56.50,8.25
1237.6,65.25,56.75,8.50
1238.6,65.25,57.00,8.25
1239.6,64.50,57.00,7.50
1240.6,65.25,57.00,8.25
1241.6,65.25,56.50,8.75
1242.6,64.75,57.00,7.75
1243.6,64.75,57.00,7.75
1244.6,64.75,57.00,7.75
1245.6,65.25,57.00,8.25
1246.6,65.50,57.25,8.25
1247.6,65.25,57.00,8.25
1248.6,65.25,57.00,8.25
1249.6,65.25,56.50,8.75
1250.6,65.50,57.25,8.25
1251.6,65.00,57.25,7.75
1252.6,65.50,57.00,8.50
1253.6,65.25,56.75,8.50
1254.6,64.75,57.25,7.50
1255.6,65.50,56.50,9.00
1256.6,65.50,57.25,8.25
1257.6,65.00,56.75,8.25
1258.6,65.25,57.25,8.00
1259.6,65.50,56.75,8.75
1260.6,65.25,57.00,8.25
1261.6,65.50,57.00,8.50
1262.6,64.75,57.25,7.50
1263.6,65.25,56.75,8.50
1264.6,65.25,57.00,8.25
1265.6,65.00,57.25,7.75
1266.6,65.50,57.00,8.50
1267.6,65.25,57.25,8.00
1268.7,65.50,57.25,8.25
1269.7,65.25,57.25,8.00
1270.7,65.50,57.25,8.25
1271.7,65.75,57.25,8.50
1272.7,65.50,57.00,8.50
1273.7,65.00,57.25,7.75
1274.7,65.50,56.75,8.75
1275.7,65.50,57.50,8.00
1276.7,65.25,56.75,8.50
1277.7,64.75,57.50,7.25
1278.7,65.25,57.25,8.00
1279.7,65.25,57.50,7.75
1280.7,65.00,57.50,7.50
1281.7,65.25,57.25,8.00
1282.7,65.50,57.50,8.00
1283.7,65.75,57.00,8.75
1284.7,65.25,57.25,8.00
1285.7,65.25,57.50,7.75
1286.7,65.25,57.25,8.00
1287.7,65.75,57.25,8.50
1288.7,65.00,57.50,7.50
1289.7,65.50,57.50,8.00
1290.7,65.50,57.50,8.00
1291.7,65.25,57.50,7.75
1292.7,65.50,57.50,8.00
1293.7,65.00,56.75,8.25
1294.7,65.50,57.50,8.00
1295.7,65.75,57.50,8.25
1296.7,66.00,57.50,8.50
1297.7,65.75,57.75,8.00
1298.7,65.75,57.75,8.00
1299.7,65.50,57.50,8.00
1300.7,66.00,57.75,8.25
1301.7,65.75,57.25,8.50
1302.7,65.75,57.50,8.25
1303.7,65.75,57.75,8.00
1304.7,66.00,57.75,8.25
1305.7,65.25,57.75,7.50
1306.8,66.00,57.00,9.00
1307.8,65.50,58.00,7.50
1308.8,66.00,57.75,8.25
1309.8,65.75,57.75,8.00
1310.8,65.50,57.75,7.75
1311.8,66.00,57.25,8.75
1312.8,66.00,57.25,8.75
1313.8,66.00,57.75,8.25
1314.8,66.00,57.75,8.25
1315.8,66.00,57.75,8.25
1316.8,65.75,57.75,8.00
1317.8,65.75,57.75,8.00
1318.8,66.25,57.50,8.75
1319.8,65.75,57.75,8.00
1320.8,65.50,57.75,7.75
1321.8,66.00,57.25,8.75
1322.8,66.00,57.75,8.25
1323.8,65.75,57.75,8.00
1324.8,65.75,57.75,8.00
1325.8,66.00,57.75,8.25
1326.8,66.25,58.00,8.25
1327.8,66.25,58.00,8.25
1328.8,65.75,57.25,8.50
1329.8,65.75,57.75,8.00
1330.8,66.00,58.00,8.00
1331.8,66.00,57.50,8.50
1332.8,65.75,58.00,7.75
1333.8,66.00,57.75,8.25
1334.8,66.25,58.00,8.25
1335.8,66.00,58.00,8.00
1336.8,65.75,58.00,7.75
1337.8,66.25,58.00,8.25
1338.8,66.50,57.50,9.00
1339.8,66.00,57.50,8.50
1340.8,66.25,57.00,9.25
1341.8,66.25,57.50,8.75
1342.9,66.25,57.50,8.75
1343.9,66.75,58.25,8.50
1344.9,66.00,57.75,8.25
1345.9,66.00,57.50,8.50
1346.9,66.75,58.00,8.75
1347.9,65.50,58.00,7.50
1348.9,66.50,58.00,8.50
1349.9,66.50,58.00,8.50
1350.9,66.50,57.75,8.75
1351.9,66.25,58.25,8.00
1352.9,66.50,58.25,8.25
1353.9,66.25,58.00,8.25
1354.9,66.75,57.75,9.00
1355.9,66.25,58.00,8.25
1356.9,66.50,58.50,8.00
1357.9,66.75,58.00,8.75
1358.9,66.50,57.75,8.75
1359.9,66.00,57.75,8.25
1360.9,66.50,58.25,8.25
1361.9,66.50,58.25,8.25
1362.9,66.50,58.25,8.25
1363.9,66.50,58.50,8.00
1364.9,66.25,57.75,8.50
1365.9,66.50,58.50,8.00
1366.9,66.25,58.25,8.00
1367.9,66.00,58.00,8.00
1368.9,66.50,58.25,8.25
1369.9,66.00,58.50,7.50
1370.9,66.25,58.25,8.00
1371.9,66.50,58.50,8.00
1372.9,66.50,58.00,8.50
1373.9,66.25,57.75,8.50
1374.9,66.75,58.25,8.50
1375.9,66.50,58.00,8.50
1376.9,66.25,58.25,8.00
1377.9,66.50,58.25,8.25
1378.9,66.50,58.50,8.00
1380.0,66.50,58.00,8.50
1381.0,66.75,58.25,8.50
1382.0,66.50,58.25,8.25
1383.0,66.75,58.00,8.75
1384.0,66.75,58.50,8.25
1385.0,66.75,58.00,8.75
1386.0,66.50,58.25,8.25
1387.0,66.75,58.50,8.25
1388.0,67.00,58.75,8.25
1389.0,66.75,58.00,8.75
1390.0,66.75,58.00,8.75
1391.0,66.50,58.25,8.25
1392.0,66.75,58.50,8.25
1393.0,66.75,58.75,8.00
1394.0,66.50,58.75,7.75
1395.0,66.75,58.75,8.00
1396.0,66.75,58.50,8.25
1397.0,66.50,58.50,8.00
1398.0,67.00,58.25,8.75
1399.0,66.75,58.25,8.50
1400.0,67.00,58.75,8.25
1401.0,66.75,58.50,8.25
1402.0,66.75,58.50,8.25
1403.0,66.75,58.00,8.75
1404.0,66.75,58.75,8.00
1405.0,66.75,58.25,8.50
1406.0,66.50,58.50,8.00
1407.0,66.75,58.75,8.00
1408.0,66.50,58.50,8.00
1409.0,66.25,58.50,7.75
1410.0,66.75,58.75,8.00
1411.0,67.25,58.50,8.75
1412.0,66.50,58.50,8.00
1413.0,67.25,58.25,9.00
1414.0,67.00,58.75,8.25
1415.0,67.25,58.00,9.25
1416.0,66.75,58.50,8.25
1417.1,67.00,58.50,8.50
1418.1,67.00,58.50,8.50
1419.1,66.75,58.75,8.00
1420.1,66.75,58.75,8.00
1421.1,67.00,58.50,8.50
1422.1,67.00,58.25,8.75
1423.1,67.00,58.75,8.25
1424.1,66.75,58.25,8.50
1425.1,67.00,58.50,8.50
1426.1,67.25,59.00,8.25
1427.1,67.00,58.75,8.25
1428.1,67.25,58.25,9.00
1429.1,67.50,58.75,8.75
1430.1,67.00,58.75,8.25
1431.1,67.25,58.75,8.50
1432.1,66.75,58.25,8.50
1433.1,67.00,58.25,8.75
1434.1,67.25,58.50,8.75
1435.1,67.00,58.75,8.25
1436.1,66.75,58.25,8.50
1437.1,67.25,58.75,8.50
1438.1,67.00,59.00,8.00
1439.1,67.00,58.75,8.25
1440.1,67.25,58.75,8.50
1441.1,67.25,58.75,8.50
1442.1,67.00,58.75,8.25
1443.1,67.25,58.75,8.50
1444.1,67.50,58.75,8.75
1445.1,67.25,58.75,8.50
1446.1,67.00,58.75,8.25
1447.1,66.75,59.00,7.75
1448.1,67.00,58.75,8.25
1449.1,67.50,58.25,9.25
1450.1,67.00,59.00,8.00
1451.1,67.50,59.25,8.25
1452.1,67.25,59.00,8.25
1453.1,67.00,59.00,8.00
1454.2,67.75,59.00,8.75
1455.2,67.25,59.00,8.25
1456.2,67.75,58.75,9.00
1457.2,67.25,59.00,8.25
1458.2,67.00,58.75,8.25
1459.2,67.50,59.00,8.50
1460.2,67.00,59.00,8.00
1461.2,67.25,59.00,8.25
1462.2,67.50,59.00,8.50
1463.2,67.50,58.50,9.00
1464.2,67.25,58.75,8.50
1465.2,67.50,59.00,8.50
1466.2,67.25,59.00,8.25
1467.2,67.00,59.25,7.75
1468.2,67.25,59.25,8.00
1469.2,67.00,59.50,7.50
1470.2,67.00,58.75,8.25
1471.2,67.50,59.25,8.25
1472.2,67.50,59.25,8.25
1473.2,67.75,59.00,8.75
1474.2,67.50,59.00,8.50
1475.2,67.25,59.00,8.25
1476.2,67.75,59.00,8.75
1477.2,67.25,58.50,8.75
1478.2,67.50,59.00,8.50
1479.2,67.75,59.25,8.50
1480.2,67.25,59.50,7.75
1481.2,67.50,59.00,8.50
1482.2,67.25,59.25,8.00
1483.2,67.50,59.25,8.25
1484.2,67.75,59.25,8.50
1485.2,67.50,58.75,8.75
1486.2,67.50,59.25,8.25
1487.2,67.00,59.25,7.75
1488.2,67.50,58.50,9.00
1489.2,68.00,58.75,9.25
1490.2,68.00,59.25,8.75
1491.3,67.75,59.25,8.50
1492.3,68.00,59.00,9.00
1493.3,67.50,59.25,8.25
1494.3,67.75,59.50,8.25
1495.3,67.75,59.00,8.75
1496.3,67.75,59.00,8.75
1497.3,67.25,59.25,8.00
1498.3,68.00,59.50,8.50
1499.3,68.00,59.00,9.00
1500.3,67.75,59.50,8.25
1501.3,67.25,59.25,8.00
1502.3,68.25,59.25,9.00
1503.3,68.00,59.25,8.75
1504.3,67.75,59.50,8.25
1505.3,67.75,59.50,8.25
1506.3,67.25,59.50,7.75
1507.3,67.75,59.75,8.00
1508.3,67.75,59.50,8.25
1509.3,68.00,59.50,8.50
1510.3,68.00,59.50,8.50
1511.3,67.50,59.50,8.00
1512.3,68.00,59.75,8.25
1513.3,68.25,59.50,8.75
1514.3,68.00,59.50,8.50
1515.3,68.00,59.50,8.50
1516.3,67.75,59.50,8.25
1517.3,68.00,59.50,8.50
1518.3,67.75,59.75,8.00
1519.3,68.00,59.50,8.50
1520.3,68.00,59.50,8.50
1521.3,68.00,59.25,8.75
1522.3,67.75,59.75,8.00
1523.3,68.25,59.50,8.75
1524.3,68.00,59.75,8.25
1525.3,68.00,59.75,8.25
1526.3,68.00,59.50,8.50
1527.3,68.25,58.75,9.50
1528.4,68.00,59.25,8.75
1529.4,67.75,59.75,8.00
1530.4,68.25,59.75,8.50
1531.4,68.25,60.00,8.25
1532.4,68.00,59.50,8.50
1533.4,68.00,59.75,8.25
1534.4,68.00,59.75,8.25
1535.4,68.25,59.75,8.50
1536.4,68.00,59.50,8.50
1537.4,67.75,59.75,8.00
1538.4,68.25,59.75,8.50
1539.4,68.50,59.75,8.75
1540.4,68.25,59.75,8.50
1541.4,68.25,59.25,9.00
1542.4,67.75,59.75,8.00
1543.4,68.50,59.50,9.00
1544.4,68.50,59.75,8.75
1545.4,68.00,59.75,8.25
1546.4,68.25,59.50,8.75
1547.4,67.75,59.75,8.00
1548.4,68.50,59.75,8.75
1549.4,68.50,59.25,9.25
1550.4,68.00,59.50,8.50
1551.4,68.25,59.75,8.50
1552.4,68.25,59.75,8.50
1553.4,68.25,59.75,8.50
1554.4,68.50,60.00,8.50
1555.4,68.50,60.00,8.50
1556.4,68.25,60.00,8.25
1557.4,68.50,59.50,9.00
1558.4,68.50,59.75,8.75
1559.4,68.50,60.50,8.00
1560.4,68.50,59.75,8.75
1561.4,68.50,59.75,8.75
1562.4,68.25,60.00,8.25
1563.4,68.50,60.25,8.25
1564.4,68.50,60.00,8.50
1565.5,68.50,60.25,8.25
1566.5,69.00,60.00,9.00
1567.5,68.75,60.25,8.50
1568.5,68.75,60.25,8.50
1569.5,68.50,60.25,8.25
1570.5,68.75,60.25,8.50
1571.5,68.00,60.50,7.50
1572.5,68.75,60.25,8.50
1573.5,68.50,60.25,8.25
1574.5,68.25,59.75,8.50
1575.5,68.75,60.25,8.50
1576.5,68.75,60.25,8.50
1577.5,68.75,60.25,8.50
1578.5,68.75,60.25,8.50
1579.5,68.75,60.50,8.25
1580.5,68.50,60.50,8.00
1581.5,69.00,60.25,8.75
1582.5,68.75,60.00,8.75
1583.5,68.50,60.25,8.25
1584.5,69.00,60.25,8.75
1585.5,68.75,60.25,8.50
1586.5,68.75,60.25,8.50
1587.5,68.75,60.25,8.50
1588.5,68.75,60.25,8.50
1589.5,68.25,60.50,7.75
1590.5,69.00,60.25,8.75
1591.5,69.00,60.00,9.00
1592.5,69.00,60.00,9.00
1593.5,69.00,60.25,8.75
1594.5,68.25,60.25,8.00
1595.5,68.75,60.25,8.50
1596.5,69.50,60.50,9.00
1597.5,68.75,60.25,8.50
1598.5,69.00,60.50,8.50
1599.5,68.75,60.50,8.25
1600.5,69.00,60.50,8.50
1601.5,69.25,60.50,8.75
1602.6,69.00,60.50,8.50
1603.6,68.75,60.50,8.25
1604.6,69.00,60.50,8.50
1605.6,68.75,60.00,8.75
1606.6,69.50,60.25,9.25
1607.6,69.25,60.25,9.00
1608.6,69.25,60.00,9.25
1609.6,69.25,60.50,8.75
1610.6,68.75,60.50,8.25
1611.6,69.25,60.50,8.75
1612.6,69.00,60.00,9.00
1613.6,69.25,60.75,8.50
1614.6,68.75,60.50,8.25
1615.6,69.00,60.50,8.50
1616.6,69.25,61.00,8.25
1617.6,69.25,60.75,8.50
1618.6,69.00,60.50,8.50
1619.6,69.25,60.25,9.00
1620.6,69.00,60.25,8.75
1621.6,69.50,60.50,9.00
1622.6,69.50,60.75,8.75
1623.6,69.25,60.25,9.00
1624.6,69.25,60.75,8.50
1625.6,69.50,60.75,8.75
1626.6,69.00,61.00,8.00
1627.6,69.25,60.75,8.50
1628.6,69.75,60.50,9.25
1629.6,69.50,60.25,9.25
1630.6,69.25,60.25,9.00
1631.6,69.50,60.75,8.75
1632.6,69.50,60.75,8.75
1633.6,69.25,60.50,8.75
1634.6,69.75,60.75,9.00
1635.6,69.50,60.75,8.75
1636.6,69.50,60.75,8.75
1637.6,69.50,60.75,8.75
1638.6,69.75,60.75,9.00
1639.7,69.75,61.00,8.75
1640.7,69.50,61.00,8.50
1641.7,69.50,60.50,9.00
1642.7,69.75,61.25,8.50
1643.7,69.25,60.50,8.75
1644.7,69.75,61.00,8.75
1645.7,69.75,61.00,8.75
1646.7,69.75,60.75,9.00
1647.7,69.75,60.75,9.00
1648.7,69.00,61.00,8.00
1649.7,69.75,60.50,9.25
1650.7,69.50,61.25,8.25
1651.7,69.75,61.00,8.75
1652.7,69.50,61.25,8.25
1653.7,70.00,61.00,9.00
1654.7,69.75,60.75,9.00
1655.7,70.00,61.00,9.00
1656.7,69.75,61.25,8.50
1657.7,69.50,61.25,8.25
1658.7,70.00,61.25,8.75
1659.7,70.25,61.25,9.00
1660.7,70.00,60.75,9.25
1661.7,70.00,61.25,8.75
1662.7,69.50,61.50,8.00
1663.7,70.00,60.75,9.25
1664.7,70.00,60.75,9.25
1665.7,70.00,61.50,8.50
1666.7,70.00,61.00,9.00
1667.7,69.75,61.50,8.25
1668.7,70.00,61.25,8.75
1669.7,70.00,61.00,9.00
1670.7,70.25,61.50,8.75
1671.7,70.25,61.25,9.00
1672.7,69.75,61.50,8.25
1673.7,70.00,61.25,8.75
1674.7,70.25,61.50,8.75
1675.7,70.00,61.50,8.50
1676.8,70.25,61.25,9.00
1677.8,70.25,61.50,8.75
1678.8,70.25,61.75,8.50
1679.8,70.00,61.50,8.50
1680.8,70.00,61.50,8.50
1681.8,70.50,61.00,9.50
1682.8,70.50,61.00,9.50
1683.8,70.25,60.75,9.50
1684.8,70.75,61.75,9.00
1685.8,70.25,61.25,9.00
1686.8,70.25,61.25,9.00
1687.8,70.50,61.25,9.25
