□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□
# BTSB bench test - dual thermocouple log
# TC1 = HOT plate, TC2 = COLD plate, temps in deg C
# Hard limit 120 C on TC1 - cut power if ALARM appears
time_s,T1_hot_C,T2_cold_C,delta_C
698.1,64.50,62.50,2.00
699.1,65.00,62.50,2.50
700.1,64.50,62.50,2.00
701.1,65.00,62.50,2.50
702.1,65.00,62.25,2.75
703.1,65.25,62.75,2.50
704.1,64.75,63.00,1.75
705.1,65.00,63.00,2.00
706.1,65.25,62.75,2.50
707.1,65.25,62.75,2.50
708.1,65.25,63.00,2.25
709.1,65.25,62.75,2.50
710.1,65.25,63.00,2.25
711.1,65.50,63.00,2.50
712.1,65.25,63.25,2.00
713.1,65.00,63.00,2.00
714.1,65.50,63.25,2.25
715.1,65.50,63.25,2.25
716.1,64.75,63.00,1.75
717.1,65.50,63.75,1.75
718.2,65.75,63.25,2.50
719.2,65.25,63.50,1.75
720.2,65.75,63.00,2.75
721.2,66.25,63.50,2.75
722.2,65.75,63.25,2.50
723.2,65.75,63.25,2.50
724.2,66.00,63.50,2.50
725.2,66.25,63.75,2.50
726.2,66.00,63.50,2.50
727.2,65.75,63.75,2.00
728.2,66.00,63.75,2.25
729.2,66.25,64.00,2.25
730.2,66.00,64.00,2.00
731.2,66.00,64.00,2.00
732.2,66.25,64.25,2.00
733.2,66.00,63.75,2.25
734.2,66.25,64.00,2.25
735.2,66.50,64.50,2.00
736.2,66.00,63.75,2.25
737.2,66.00,64.25,1.75
738.2,66.50,64.00,2.50
739.2,65.75,63.75,2.00
740.2,66.25,64.50,1.75
741.2,66.50,64.00,2.50
742.2,66.50,64.50,2.00
743.2,66.50,64.75,1.75
744.2,66.75,64.00,2.75
745.2,66.75,64.50,2.25
746.2,66.25,64.50,1.75
747.2,66.75,64.50,2.25
748.2,66.50,64.50,2.00
749.2,66.75,64.50,2.25
750.2,66.75,64.75,2.00
751.2,66.75,64.50,2.25
752.2,67.25,64.75,2.50
753.2,67.00,64.75,2.25
754.2,66.50,65.00,1.50
755.2,66.75,65.00,1.75
756.3,67.25,65.25,2.00
757.3,67.50,65.00,2.50
758.3,67.00,64.75,2.25
759.3,67.25,64.25,3.00
760.3,67.50,65.00,2.50
761.3,67.00,65.00,2.00
762.3,67.50,65.25,2.25
763.3,67.00,64.75,2.25
764.3,67.25,65.00,2.25
765.3,67.50,65.00,2.50
766.3,67.25,64.75,2.50
767.3,67.25,65.25,2.00
768.3,67.25,65.50,1.75
769.3,67.50,65.25,2.25
770.3,67.75,65.50,2.25
771.3,67.75,65.75,2.00
772.3,67.75,65.50,2.25
773.3,67.25,65.50,1.75
774.3,67.50,65.50,2.00
775.3,68.00,65.75,2.25
776.3,67.75,65.50,2.25
777.3,67.50,65.75,1.75
778.3,67.75,66.00,1.75
779.3,68.00,65.75,2.25
780.3,67.75,65.75,2.00
781.3,67.75,65.75,2.00
782.3,67.75,65.75,2.00
783.3,68.00,66.00,2.00
784.3,67.25,66.00,1.25
785.3,67.50,66.00,1.50
786.3,68.00,65.75,2.25
787.3,68.00,66.00,2.00
788.3,68.00,66.00,2.00
789.3,68.25,65.75,2.50
790.3,68.00,66.00,2.00
791.3,68.25,66.00,2.25
792.3,68.25,66.00,2.25
793.3,68.00,65.50,2.50
794.4,68.50,66.00,2.50
795.4,68.50,66.00,2.50
796.4,68.00,65.75,2.25
797.4,68.50,66.00,2.50
798.4,68.00,66.00,2.00
799.4,68.75,66.25,2.50
800.4,68.75,66.00,2.75
801.4,68.00,66.00,2.00
802.4,68.25,66.50,1.75
803.4,68.75,66.00,2.75
804.4,68.50,66.25,2.25
805.4,68.75,66.00,2.75
806.4,69.00,66.50,2.50
807.4,68.50,66.00,2.50
808.4,69.00,65.75,3.25
809.4,68.50,66.50,2.00
810.4,68.75,66.50,2.25
811.4,69.25,66.50,2.75
812.4,69.25,66.25,3.00
813.4,69.00,66.25,2.75
814.4,68.50,66.75,1.75
815.4,69.00,66.75,2.25
816.4,68.75,66.50,2.25
817.4,69.25,66.50,2.75
818.4,69.50,67.00,2.50
819.4,69.50,66.50,3.00
820.4,69.50,66.75,2.75
821.4,69.50,66.50,3.00
822.4,69.00,67.00,2.00
823.4,69.50,66.75,2.75
824.4,69.50,66.75,2.75
825.4,69.00,67.00,2.00
826.4,69.50,67.00,2.50
827.4,69.25,67.25,2.00
828.4,69.75,66.50,3.25
829.4,69.50,67.25,2.25
830.4,70.00,67.25,2.75
831.5,69.50,67.50,2.00
832.5,70.00,67.75,2.25
833.5,70.00,67.75,2.25
834.5,70.00,67.25,2.75
835.5,69.50,67.75,1.75
836.5,70.00,67.50,2.50
837.5,70.25,67.75,2.50
838.5,70.00,67.50,2.50
839.5,69.75,67.75,2.00
840.5,70.50,67.75,2.75
841.5,69.75,67.25,2.50
842.5,70.25,67.75,2.50
843.5,70.00,68.00,2.00
844.5,70.50,67.75,2.75
845.5,70.50,68.25,2.25
846.5,70.00,68.25,1.75
847.5,70.50,68.25,2.25
848.5,70.00,67.75,2.25
849.5,70.50,68.50,2.00
850.5,70.25,68.00,2.25
851.5,70.50,68.25,2.25
852.5,70.25,68.25,2.00
853.5,70.25,67.75,2.50
854.5,70.00,67.75,2.25
855.5,70.50,68.25,2.25
856.5,70.25,68.50,1.75
857.5,71.00,68.75,2.25
858.5,70.25,68.25,2.00
859.5,70.50,68.50,2.00
860.5,70.50,68.75,1.75
861.5,70.50,68.75,1.75
862.5,70.25,68.00,2.25
863.5,71.00,69.00,2.00
864.5,71.00,68.50,2.50
865.5,70.50,68.25,2.25
866.5,70.75,69.25,1.50
867.5,71.00,69.25,1.75
868.5,71.00,69.25,1.75
869.6,71.00,69.50,1.50
870.6,70.50,69.50,1.00
871.6,71.00,69.50,1.50
872.6,70.75,69.00,1.75
873.6,71.25,69.25,2.00
874.6,71.00,68.50,2.50
875.6,71.00,69.25,1.75
876.6,71.50,69.50,2.00
877.6,71.50,69.25,2.25
878.6,71.50,69.75,1.75
879.6,71.50,69.25,2.25
880.6,71.50,69.75,1.75
881.6,71.50,69.25,2.25
882.6,71.25,69.50,1.75
883.6,71.75,69.25,2.50
884.6,71.25,70.00,1.25
885.6,70.75,70.00,0.75
886.6,71.00,69.25,1.75
887.6,71.75,69.75,2.00
888.6,71.75,70.25,1.50
889.6,71.75,69.75,2.00
890.6,72.00,70.00,2.00
891.6,71.50,70.00,1.50
892.6,72.00,70.00,2.00
893.6,71.75,70.00,1.75
894.6,71.75,70.25,1.50
895.6,72.25,69.75,2.50
896.6,71.50,70.00,1.50
897.6,71.75,69.75,2.00
898.6,72.00,69.75,2.25
899.6,72.00,70.25,1.75
900.6,72.25,70.00,2.25
901.6,72.50,69.75,2.75
902.6,72.00,70.25,1.75
903.6,72.00,70.25,1.75
904.6,72.25,70.25,2.00
905.6,72.50,70.25,2.25
906.7,72.50,70.00,2.50
907.7,72.25,70.50,1.75
908.7,72.50,70.25,2.25
909.7,72.25,70.75,1.50
910.7,72.75,70.25,2.50
911.7,72.75,70.75,2.00
912.7,72.75,70.75,2.00
913.7,72.25,70.75,1.50
914.7,72.75,70.25,2.50
915.7,72.25,70.75,1.50
916.7,72.00,70.25,1.75
917.7,72.75,70.75,2.00
918.7,73.00,70.50,2.50
919.7,72.75,70.50,2.25
920.7,72.50,71.00,1.50
921.7,73.00,71.00,2.00
922.7,72.50,71.00,1.50
923.7,72.50,71.25,1.25
924.7,73.25,71.00,2.25
925.7,72.75,71.00,1.75
926.7,73.25,70.50,2.75
927.7,73.00,71.00,2.00
928.7,73.25,70.75,2.50
929.7,72.75,71.00,1.75
930.7,73.25,70.75,2.50
931.7,72.75,70.75,2.00
932.7,73.00,71.25,1.75
933.7,73.00,71.25,1.75
934.7,73.00,71.25,1.75
935.7,73.50,71.25,2.25
936.7,73.50,70.75,2.75
937.7,73.50,71.25,2.25
938.7,73.00,71.25,1.75
939.7,73.75,71.50,2.25
940.7,73.75,71.75,2.00
941.7,73.50,71.25,2.25
942.7,73.50,71.00,2.50
943.7,73.25,71.50,1.75
944.8,73.75,71.25,2.50
945.8,73.75,71.25,2.50
946.8,73.75,71.50,2.25
947.8,74.00,71.75,2.25
948.8,73.75,71.25,2.50
949.8,73.00,71.50,1.50
950.8,74.00,71.75,2.25
951.8,74.00,72.00,2.00
952.8,73.50,71.25,2.25
953.8,74.00,72.00,2.00
954.8,74.25,72.00,2.25
955.8,73.25,71.50,1.75
956.8,73.50,71.75,1.75
957.8,74.25,71.75,2.50
958.8,73.50,71.25,2.25
959.8,74.25,72.00,2.25
960.8,74.25,71.00,3.25
961.8,74.25,71.75,2.50
962.8,74.00,71.50,2.50
963.8,74.25,72.00,2.25
964.8,74.00,71.75,2.25
965.8,73.50,72.00,1.50
966.8,74.50,72.00,2.50
967.8,74.50,71.75,2.75
968.8,74.50,72.00,2.50
969.8,74.50,72.00,2.50
970.8,74.75,71.75,3.00
971.8,74.75,72.00,2.75
972.8,74.25,72.00,2.25
973.8,74.00,72.00,2.00
974.8,74.50,72.50,2.00
975.8,74.75,72.50,2.25
976.8,74.75,72.75,2.00
977.8,74.75,72.50,2.25
978.8,74.50,72.50,2.00
979.8,75.00,72.00,3.00
980.8,75.00,72.25,2.75
981.8,75.00,72.50,2.50
982.9,74.75,72.75,2.00
983.9,75.25,72.75,2.50
984.9,75.00,72.75,2.25
985.9,74.75,72.75,2.00
986.9,74.50,72.50,2.00
987.9,75.00,72.25,2.75
988.9,75.25,72.75,2.50
989.9,75.25,73.00,2.25
990.9,75.50,72.25,3.25
991.9,74.75,73.25,1.50
992.9,75.50,72.50,3.00
993.9,75.25,72.25,3.00
994.9,75.50,73.25,2.25
995.9,75.25,73.00,2.25
996.9,75.50,73.25,2.25
997.9,75.25,73.25,2.00
998.9,75.50,73.00,2.50
999.9,75.75,72.75,3.00
1000.9,75.50,73.00,2.50
1001.9,75.75,73.25,2.50
1002.9,75.75,73.25,2.50
1003.9,75.75,73.25,2.50
1004.9,75.75,73.50,2.25
1005.9,75.50,73.25,2.25
1006.9,75.50,73.25,2.25
1007.9,75.75,73.25,2.50
1008.9,75.75,73.50,2.25
1009.9,75.50,73.50,2.00
1010.9,75.50,73.75,1.75
1011.9,75.75,73.25,2.50
1012.9,76.00,73.25,2.75
1013.9,76.25,73.75,2.50
1014.9,76.00,73.50,2.50
1015.9,75.75,73.50,2.25
1016.9,75.50,73.50,2.00
1017.9,76.25,73.25,3.00
1019.0,76.25,74.00,2.25
1020.0,75.75,74.00,1.75
1021.0,76.00,74.00,2.00
1022.0,76.00,73.75,2.25
1023.0,76.50,73.75,2.75
1024.0,76.50,73.25,3.25
1025.0,76.50,74.00,2.50
1026.0,76.50,73.75,2.75
1027.0,76.25,73.50,2.75
1028.0,76.50,74.00,2.50
1029.0,76.50,74.00,2.50
1030.0,76.75,74.00,2.75
1031.0,76.75,74.00,2.75
1032.0,76.75,74.00,2.75
1033.0,76.75,74.00,2.75
1034.0,76.75,74.25,2.50
1035.0,76.75,74.50,2.25
1036.0,76.75,74.25,2.50
1037.0,76.75,74.25,2.50
1038.0,76.25,74.50,1.75
1039.0,77.00,74.50,2.50
1040.0,76.75,74.25,2.50
1041.0,77.00,74.25,2.75
1042.0,77.00,74.50,2.50
1043.0,77.00,74.50,2.50
1044.0,76.50,75.00,1.50
1045.0,76.50,74.25,2.25
1046.0,77.25,74.25,3.00
1047.0,77.25,74.25,3.00
1048.0,77.25,74.50,2.75
1049.0,77.00,74.50,2.50
1050.0,77.25,75.00,2.25
1051.0,77.25,74.50,2.75
1052.0,77.00,74.75,2.25
1053.0,77.50,74.75,2.75
1054.0,77.25,74.25,3.00
1055.0,77.75,75.00,2.75
1056.1,77.50,75.00,2.50
1057.1,77.50,75.00,2.50
1058.1,77.75,75.25,2.50
1059.1,77.50,75.00,2.50
1060.1,77.50,74.75,2.75
1061.1,77.25,74.75,2.50
1062.1,77.75,75.00,2.75
1063.1,77.25,75.50,1.75
1064.1,77.75,75.75,2.00
1065.1,77.75,75.50,2.25
1066.1,77.75,75.50,2.25
1067.1,77.75,75.50,2.25
1068.1,77.50,75.75,1.75
1069.1,78.00,75.75,2.25
1070.1,77.75,75.50,2.25
1071.1,77.75,75.75,2.00
1072.1,77.00,75.75,1.25
1073.1,78.00,75.50,2.50
1074.1,77.75,76.00,1.75
1075.1,78.00,76.00,2.00
1076.1,77.50,76.00,1.50
1077.1,77.50,76.00,1.50
1078.1,78.00,76.00,2.00
1079.1,77.75,76.00,1.75
1080.1,78.00,76.25,1.75
1081.1,78.00,75.50,2.50
1082.1,78.00,76.25,1.75
1083.1,77.75,75.25,2.50
1084.1,78.25,76.00,2.25
1085.1,77.75,75.75,2.00
1086.1,78.25,76.00,2.25
1087.1,78.25,76.00,2.25
1088.1,78.25,75.75,2.50
1089.1,78.25,75.25,3.00
1090.1,78.50,75.75,2.75
1091.1,78.25,75.75,2.50
1092.1,78.25,75.75,2.50
1093.2,78.50,76.00,2.50
1094.2,78.00,76.50,1.50
1095.2,78.50,75.75,2.75
1096.2,78.50,76.00,2.50
1097.2,78.50,76.25,2.25
1098.2,78.00,76.25,1.75
1099.2,78.50,75.75,2.75
1100.2,78.00,75.50,2.50
1101.2,78.25,76.75,1.50
1102.2,78.50,76.25,2.25
1103.2,78.75,75.75,3.00
1104.2,78.75,76.00,2.75
1105.2,78.50,76.75,1.75
1106.2,78.50,76.50,2.00
1107.2,78.75,76.25,2.50
1108.2,79.00,76.75,2.25
1109.2,78.75,76.25,2.50
1110.2,78.50,76.25,2.25
1111.2,79.00,76.50,2.50
1112.2,79.25,77.25,2.00
1113.2,79.25,76.25,3.00
1114.2,79.25,77.00,2.25
1115.2,79.00,77.25,1.75
1116.2,79.00,77.00,2.00
1117.2,78.75,76.75,2.00
1118.2,78.75,77.00,1.75
1119.2,79.25,77.25,2.00
1120.2,79.25,77.00,2.25
1121.2,79.50,77.00,2.50
1122.2,79.50,76.50,3.00
1123.2,79.25,76.75,2.50
1124.2,79.50,76.25,3.25
1125.2,79.50,76.50,3.00
1126.2,79.75,77.25,2.50
1127.2,78.75,77.25,1.50
1128.2,79.25,76.50,2.75
1129.2,79.75,77.00,2.75
1130.3,79.00,76.75,2.25
1131.3,79.25,77.50,1.75
1132.3,79.00,77.25,1.75
1133.3,79.75,77.00,2.75
1134.3,80.00,77.25,2.75
1135.3,79.75,77.25,2.50
1136.3,79.75,77.25,2.50
1137.3,79.75,77.75,2.00
1138.3,79.75,77.50,2.25
1139.3,79.75,77.50,2.25
1140.3,80.00,77.50,2.50
1141.3,80.00,77.75,2.25
1142.3,79.75,77.75,2.00
1143.3,79.75,77.50,2.25
1144.3,80.00,77.75,2.25
1145.3,80.00,77.50,2.50
1146.3,80.25,77.50,2.75
1147.3,80.25,78.00,2.25
1148.3,80.00,77.50,2.50
1149.3,80.00,78.00,2.00
1150.3,80.50,78.00,2.50
1151.3,80.25,78.00,2.25
1152.3,80.25,78.25,2.00
1153.3,80.50,78.50,2.00
1154.3,80.50,78.50,2.00
1155.3,80.00,78.00,2.00
1156.3,80.50,78.50,2.00
1157.3,80.75,78.25,2.50
1158.3,80.25,78.25,2.00
1159.3,80.50,78.50,2.00
1160.3,80.25,78.50,1.75
1161.3,80.50,78.00,2.50
1162.3,80.75,78.50,2.25
1163.3,80.25,78.00,2.25
1164.3,80.50,78.75,1.75
1165.3,81.00,78.75,2.25
1166.3,80.50,78.75,1.75
1167.4,80.50,78.75,1.75
1168.4,80.75,78.75,2.00
1169.4,80.75,78.75,2.00
1170.4,81.00,78.25,2.75
1171.4,80.50,79.00,1.50
1172.4,80.50,78.75,1.75
1173.4,80.00,79.00,1.00
1174.4,81.00,78.75,2.25
1175.4,81.00,79.00,2.00
1176.4,81.50,79.00,2.50
1177.4,81.00,79.00,2.00
1178.4,81.25,79.00,2.25
1179.4,81.50,78.50,3.00
1180.4,81.25,78.25,3.00
1181.4,81.25,79.00,2.25
1182.4,81.00,79.25,1.75
1183.4,81.25,78.75,2.50
1184.4,80.50,78.25,2.25
1185.4,81.00,79.00,2.00
1186.4,81.50,79.00,2.50
1187.4,81.50,78.75,2.75
1188.4,81.50,78.50,3.00
1189.4,81.00,79.25,1.75
1190.4,81.25,79.00,2.25
1191.4,81.75,79.25,2.50
1192.4,81.75,79.25,2.50
1193.4,81.50,79.25,2.25
1194.4,81.75,79.00,2.75
1195.4,81.75,79.25,2.50
1196.4,81.75,78.75,3.00
1197.4,81.75,79.25,2.50
1198.4,81.25,79.50,1.75
1199.4,81.00,79.50,1.50
1200.4,81.50,79.25,2.25
1201.4,81.75,79.50,2.25
1202.4,81.75,79.50,2.25
1203.4,82.00,79.75,2.25
1204.5,81.50,79.75,1.75
1205.5,82.00,79.25,2.75
1206.5,81.25,79.00,2.25
1207.5,81.50,79.75,1.75
1208.5,82.00,80.00,2.00
1209.5,82.00,80.00,2.00
1210.5,81.75,80.00,1.75
1211.5,82.00,79.25,2.75
1212.5,82.00,79.50,2.50
1213.5,81.75,80.25,1.50
1214.5,81.75,79.25,2.50
1215.5,81.75,80.50,1.25
1216.5,81.50,80.00,1.50
1217.5,82.00,79.75,2.25
1218.5,81.75,80.00,1.75
1219.5,82.00,80.25,1.75
1220.5,82.25,80.25,2.00
1221.5,82.25,80.00,2.25
1222.5,82.50,79.50,3.00
1223.5,82.25,80.00,2.25
1224.5,82.00,80.25,1.75
1225.5,82.00,80.00,2.00
1226.5,82.50,80.00,2.50
1227.5,82.25,80.50,1.75
1228.5,82.00,80.25,1.75
1229.5,82.25,80.25,2.00
1230.5,82.50,80.00,2.50
1231.5,82.50,80.50,2.00
1232.5,82.00,80.50,1.50
1233.5,82.25,80.50,1.75
1234.5,82.25,80.25,2.00
1235.5,82.25,80.50,1.75
1236.5,82.25,80.25,2.00
1237.5,82.25,80.50,1.75
1238.5,82.25,80.75,1.50
1239.5,82.50,80.50,2.00
1240.5,82.50,80.50,2.00
1241.6,82.50,80.75,1.75
1242.6,82.50,81.00,1.50
1243.6,82.75,80.50,2.25
1244.6,82.50,80.75,1.75
1245.6,82.25,80.50,1.75
1246.6,81.75,81.00,0.75
1247.6,82.50,80.75,1.75
1248.6,82.50,80.75,1.75
1249.6,82.75,81.00,1.75
1250.6,82.50,80.75,1.75
1251.6,83.00,81.00,2.00
1252.6,82.75,81.25,1.50
1253.6,82.50,80.75,1.75
1254.6,82.75,80.75,2.00
1255.6,82.50,81.00,1.50
1256.6,82.50,80.75,1.75
1257.6,82.50,81.25,1.25
1258.6,82.75,81.00,1.75
1259.6,83.00,81.00,2.00
1260.6,83.00,81.00,2.00
1261.6,82.50,81.25,1.25
1262.6,83.00,81.25,1.75
1263.6,82.75,81.25,1.50
1264.6,82.75,80.50,2.25
1265.6,83.00,81.25,1.75
1266.6,83.00,81.50,1.50
1267.6,83.00,81.25,1.75
1268.6,83.00,81.25,1.75
1269.6,83.25,81.50,1.75
1270.6,82.75,81.50,1.25
1271.6,83.25,81.25,2.00
1272.6,83.00,81.50,1.50
1273.6,83.00,81.50,1.50
1274.6,83.50,81.50,2.00
1275.6,82.75,81.50,1.25
1276.6,82.75,81.25,1.50
1277.7,83.50,81.25,2.25
1278.7,83.25,81.50,1.75
1279.7,83.00,81.50,1.50
1280.7,83.25,80.50,2.75
1281.7,83.50,81.50,2.00
1282.7,83.25,81.50,1.75
1283.7,83.25,81.50,1.75
1284.7,83.25,81.25,2.00
1285.7,83.25,81.50,1.75
1286.7,83.50,81.50,2.00
1287.7,83.50,81.50,2.00
1288.7,83.50,81.50,2.00
1289.7,83.50,81.50,2.00
1290.7,83.50,81.25,2.25
1291.7,83.50,81.25,2.25
1292.7,83.75,81.25,2.50
1293.7,83.75,81.50,2.25
1294.7,83.50,81.00,2.50
1295.7,83.75,81.25,2.50
1296.7,83.75,81.25,2.50
1297.7,83.50,82.00,1.50
1298.7,84.00,82.00,2.00
1299.7,83.75,82.00,1.75
1300.7,83.75,82.00,1.75
1301.7,83.75,81.50,2.25
1302.7,83.75,81.75,2.00
1303.7,84.00,81.50,2.50
1304.7,84.00,81.50,2.50
1305.7,83.50,81.75,1.75
1306.7,83.75,82.00,1.75
1307.7,84.25,82.25,2.00
1308.7,84.25,82.00,2.25
1309.7,84.25,81.75,2.50
1310.7,84.25,82.25,2.00
1311.7,84.25,82.25,2.00
1312.7,84.00,81.75,2.25
1313.7,84.25,82.50,1.75
1314.8,84.50,82.25,2.25
1315.8,84.25,82.50,1.75
1316.8,84.25,82.50,1.75
1317.8,84.50,82.50,2.00
1318.8,84.50,82.50,2.00
1319.8,84.50,82.50,2.00
1320.8,84.50,82.50,2.00
1321.8,84.50,82.50,2.00
1322.8,84.75,82.25,2.50
1323.8,84.75,82.50,2.25
1324.8,84.25,82.50,1.75
1325.8,84.75,82.25,2.50
1326.8,84.25,82.75,1.50
1327.8,84.00,82.75,1.25
1328.8,84.75,82.75,2.00
1329.8,84.75,82.75,2.00
1330.8,84.75,82.75,2.00
1331.8,84.75,83.00,1.75
1332.8,84.50,82.75,1.75
1333.8,85.00,82.75,2.25
1334.8,85.00,82.75,2.25
1335.8,84.75,82.75,2.00
1336.8,85.00,82.50,2.50
1337.8,85.00,82.75,2.25
1338.8,84.25,82.75,1.50
1339.8,84.75,82.50,2.25
1340.8,85.00,83.00,2.00
1341.8,85.00,83.00,2.00
1342.8,84.25,83.00,1.25
1343.8,85.25,83.00,2.25
1344.8,85.00,82.50,2.50
1345.8,85.25,83.00,2.25
1346.8,84.75,82.75,2.00
1347.8,84.75,82.50,2.25
1348.8,85.25,82.75,2.50
1349.8,85.25,83.25,2.00
1350.8,85.50,82.75,2.75
1351.9,85.50,83.25,2.25
1352.9,85.50,82.50,3.00
1353.9,85.50,82.75,2.75
1354.9,85.50,83.00,2.50
1355.9,85.25,82.25,3.00
1356.9,85.75,83.25,2.50
1357.9,85.50,83.25,2.25
1358.9,85.75,82.50,3.25
1359.9,85.75,82.75,3.00
1360.9,85.25,83.25,2.00
1361.9,85.75,83.25,2.50
1362.9,85.75,83.50,2.25
1363.9,85.75,83.50,2.25
1364.9,85.50,83.00,2.50
1365.9,86.00,83.50,2.50
1366.9,86.00,83.00,3.00
1367.9,85.50,83.50,2.00
1368.9,85.50,83.25,2.25
1369.9,86.00,83.75,2.25
1370.9,85.75,83.25,2.50
1371.9,86.00,83.75,2.25
1372.9,86.00,83.75,2.25
1373.9,86.00,83.50,2.50
1374.9,86.25,83.75,2.50
1375.9,86.25,84.00,2.25
1376.9,86.00,84.00,2.00
1377.9,86.25,83.25,3.00
1378.9,85.75,84.00,1.75
1379.9,86.25,84.00,2.25
1380.9,86.25,84.00,2.25
1381.9,86.25,84.00,2.25
1382.9,85.75,83.25,2.50
1383.9,85.75,83.50,2.25
1384.9,86.50,84.25,2.25
1385.9,86.00,84.00,2.00
1386.9,86.25,84.00,2.25
1387.9,86.50,84.25,2.25
1389.0,86.50,84.25,2.25
1390.0,86.50,84.00,2.50
1391.0,86.25,84.00,2.25
1392.0,86.50,84.25,2.25
1393.0,85.75,83.50,2.25
1394.0,86.50,84.25,2.25
1395.0,86.50,84.50,2.00
1396.0,86.75,84.50,2.25
1397.0,86.75,84.50,2.25
1398.0,86.50,84.00,2.50
1399.0,86.75,84.00,2.75
1400.0,86.75,84.50,2.25
1401.0,86.75,84.75,2.00
1402.0,86.50,84.75,1.75
1403.0,86.75,84.75,2.00
1404.0,86.75,84.50,2.25
1405.0,87.00,83.75,3.25
1406.0,86.50,84.25,2.25
1407.0,86.75,84.25,2.50
1408.0,87.00,84.75,2.25
1409.0,86.50,84.50,2.00
1410.0,86.75,85.00,1.75
1411.0,86.25,85.00,1.25
1412.0,86.50,84.50,2.00
1413.0,86.50,85.00,1.50
1414.0,87.00,85.00,2.00
1415.0,86.50,85.00,1.50
1416.0,86.75,85.00,1.75
1417.0,87.00,84.50,2.50
1418.0,86.50,85.00,1.50
1419.0,87.00,85.00,2.00
1420.0,86.50,84.75,1.75
1421.0,87.25,85.50,1.75
1422.0,87.25,85.00,2.25
1423.0,87.25,85.50,1.75
1424.0,87.25,85.50,1.75
1425.0,86.75,85.50,1.25
1426.1,86.75,85.50,1.25
1427.1,87.00,85.00,2.00
1428.1,87.25,85.00,2.25
1429.1,86.75,85.50,1.25
1430.1,87.00,85.25,1.75
1431.1,87.25,85.25,2.00
1432.1,87.25,85.75,1.50
1433.1,87.50,85.00,2.50
1434.1,87.25,85.25,2.00
1435.1,87.75,85.25,2.50
1436.1,87.75,85.25,2.50
1437.1,87.25,85.50,1.75
1438.1,87.75,85.50,2.25
1439.1,86.75,85.50,1.25
1440.1,87.00,85.50,1.50
1441.1,86.75,85.75,1.00
1442.1,87.50,85.75,1.75
1443.1,87.50,85.75,1.75
1444.1,87.25,86.00,1.25
1445.1,87.00,86.00,1.00
1446.1,87.75,85.75,2.00
1447.1,87.75,86.00,1.75
1448.1,87.75,86.00,1.75
1449.1,87.50,85.50,2.00
1450.1,87.75,86.25,1.50
1451.1,88.00,85.75,2.25
1452.1,86.75,86.00,0.75
1453.1,87.50,85.25,2.25
1454.1,87.50,86.00,1.50
1455.1,87.50,86.00,1.50
1456.1,87.00,85.75,1.25
1457.1,87.75,86.25,1.50
